Latitude,Longitude,DoseRate_R_hr
36.29109913,-86.64001467,5.24E-06
36.29109913,-86.63983501,6.30E-06
36.29109913,-86.63965535,5.74E-06
36.29109913,-86.63947569,6.20E-06
36.29109913,-86.63929602,6.51E-06
36.29109913,-86.63911636,6.10E-06
36.29109913,-86.6389367,6.14E-06
36.29109913,-86.63875703,6.24E-06
36.29109913,-86.63857737,5.91E-06
36.29109913,-86.63839771,6.44E-06
36.29109913,-86.63821804,6.50E-06
36.29109913,-86.63803838,6.38E-06
36.29109913,-86.63785872,5.56E-06
36.29109913,-86.63767905,5.93E-06
36.29109913,-86.63749939,5.52E-06
36.29109913,-86.63731973,6.16E-06
36.29109913,-86.63714007,5.88E-06
36.29109913,-86.6369604,6.20E-06
36.29109913,-86.63678074,5.99E-06
36.29109913,-86.63660108,5.91E-06
36.29109913,-86.63642141,6.62E-06
36.29109913,-86.63624175,5.40E-06
36.29109913,-86.63606209,6.40E-06
36.29109913,-86.63588242,5.94E-06
36.29109913,-86.63570276,5.89E-06
36.29109913,-86.6355231,5.95E-06
36.29109913,-86.63534344,5.79E-06
36.29109913,-86.63516377,6.36E-06
36.29109913,-86.63498411,5.38E-06
36.29109913,-86.63480445,6.65E-06
36.29109913,-86.63462478,5.67E-06
36.29109913,-86.63444512,6.74E-06
36.29109913,-86.63426546,6.18E-06
36.29109913,-86.63408579,6.71E-06
36.29109913,-86.63390613,5.82E-06
36.29109913,-86.63372647,6.27E-06
36.29109913,-86.6335468,5.75E-06
36.29109913,-86.63336714,5.78E-06
36.29109913,-86.63318748,6.61E-06
36.29109913,-86.63300782,5.85E-06
36.29109913,-86.63282815,5.73E-06
36.29109913,-86.63264849,5.88E-06
36.29109913,-86.63246883,5.41E-06
36.29109913,-86.63228916,6.08E-06
36.29109913,-86.6321095,6.50E-06
36.29109913,-86.63192984,5.80E-06
36.29109913,-86.63175017,5.84E-06
36.29109913,-86.63157051,5.94E-06
36.29109913,-86.63139085,5.95E-06
36.29109913,-86.63121118,6.23E-06
36.29109913,-86.63103152,6.94E-06
36.29109913,-86.63085186,6.60E-06
36.29109913,-86.6306722,6.21E-06
36.29109913,-86.63049253,7.17E-06
36.29109913,-86.63031287,5.68E-06
36.29109913,-86.63013321,5.93E-06
36.29109913,-86.62995354,5.82E-06
36.29109913,-86.62977388,5.97E-06
36.29109913,-86.62959422,5.99E-06
36.29109913,-86.62941455,6.76E-06
36.29109913,-86.62923489,6.43E-06
36.29109913,-86.62905523,5.98E-06
36.29109913,-86.62887557,6.57E-06
36.29109913,-86.6286959,6.65E-06
36.29109913,-86.62851624,6.53E-06
36.29109913,-86.62833658,6.39E-06
36.29109913,-86.62815691,7.48E-06
36.29109913,-86.62797725,6.83E-06
36.29109913,-86.62779759,6.12E-06
36.29109913,-86.62761792,7.19E-06
36.29109913,-86.62743826,6.96E-06
36.29109913,-86.6272586,6.69E-06
36.29109913,-86.62707893,7.06E-06
36.29109913,-86.62689927,7.09E-06
36.29109913,-86.62671961,6.76E-06
36.29109913,-86.62653995,5.92E-06
36.29109913,-86.62636028,6.99E-06
36.29109913,-86.62618062,6.95E-06
36.29109913,-86.62600096,6.91E-06
36.29109913,-86.62582129,6.03E-06
36.29109913,-86.62564163,7.40E-06
36.29109913,-86.62546197,6.28E-06
36.29109913,-86.6252823,6.96E-06
36.29109913,-86.62510264,6.74E-06
36.29109913,-86.62492298,7.23E-06
36.29109913,-86.62474331,7.01E-06
36.29109913,-86.62456365,6.63E-06
36.29109913,-86.62438399,7.24E-06
36.29109913,-86.62420433,7.04E-06
36.29109913,-86.62402466,7.00E-06
36.29109913,-86.623845,7.00E-06
36.29109913,-86.62366534,7.27E-06
36.29109913,-86.62348567,7.53E-06
36.29109913,-86.62330601,6.23E-06
36.29109913,-86.62312635,7.78E-06
36.29109913,-86.62294668,7.91E-06
36.29109913,-86.62276702,7.84E-06
36.29109913,-86.62258736,6.78E-06
36.29109913,-86.6224077,7.75E-06
36.29109913,-86.62222803,7.82E-06
36.29109913,-86.62204837,8.26E-06
36.29109913,-86.62186871,6.53E-06
36.29109913,-86.62168904,8.03E-06
36.29109913,-86.62150938,7.17E-06
36.29109913,-86.62132972,8.34E-06
36.29109913,-86.62115005,8.02E-06
36.29109913,-86.62097039,6.97E-06
36.29109913,-86.62079073,7.25E-06
36.29109913,-86.62061106,7.03E-06
36.29109913,-86.6204314,7.77E-06
36.29109913,-86.62025174,7.09E-06
36.29109913,-86.62007208,8.28E-06
36.29109913,-86.61989241,7.72E-06
36.29109913,-86.61971275,7.82E-06
36.29109913,-86.61953309,8.44E-06
36.29109913,-86.61935342,8.49E-06
36.29109913,-86.61917376,7.52E-06
36.29109913,-86.6189941,7.96E-06
36.29109913,-86.61881443,7.22E-06
36.29109913,-86.61863477,8.11E-06
36.29109913,-86.61845511,7.74E-06
36.29109913,-86.61827544,8.56E-06
36.29109913,-86.61809578,7.66E-06
36.29109913,-86.61791612,8.40E-06
36.29109913,-86.61773646,8.05E-06
36.29109913,-86.61755679,8.02E-06
36.29109913,-86.61737713,9.07E-06
36.29109913,-86.61719747,8.50E-06
36.29124394,-86.64001467,5.93E-06
36.29124394,-86.63983501,5.18E-06
36.29124394,-86.63965535,5.96E-06
36.29124394,-86.63947569,6.10E-06
36.29124394,-86.63929602,6.73E-06
36.29124394,-86.63911636,5.71E-06
36.29124394,-86.6389367,6.06E-06
36.29124394,-86.63875703,7.00E-06
36.29124394,-86.63857737,5.89E-06
36.29124394,-86.63839771,5.73E-06
36.29124394,-86.63821804,5.57E-06
36.29124394,-86.63803838,5.80E-06
36.29124394,-86.63785872,5.56E-06
36.29124394,-86.63767905,6.47E-06
36.29124394,-86.63749939,5.92E-06
36.29124394,-86.63731973,6.11E-06
36.29124394,-86.63714007,6.26E-06
36.29124394,-86.6369604,5.41E-06
36.29124394,-86.63678074,6.35E-06
36.29124394,-86.63660108,5.90E-06
36.29124394,-86.63642141,5.73E-06
36.29124394,-86.63624175,6.06E-06
36.29124394,-86.63606209,6.44E-06
36.29124394,-86.63588242,6.82E-06
36.29124394,-86.63570276,5.76E-06
36.29124394,-86.6355231,5.84E-06
36.29124394,-86.63534344,6.23E-06
36.29124394,-86.63516377,6.62E-06
36.29124394,-86.63498411,5.63E-06
36.29124394,-86.63480445,6.44E-06
36.29124394,-86.63462478,6.17E-06
36.29124394,-86.63444512,6.73E-06
36.29124394,-86.63426546,6.41E-06
36.29124394,-86.63408579,6.75E-06
36.29124394,-86.63390613,5.89E-06
36.29124394,-86.63372647,5.99E-06
36.29124394,-86.6335468,6.25E-06
36.29124394,-86.63336714,6.42E-06
36.29124394,-86.63318748,6.67E-06
36.29124394,-86.63300782,6.46E-06
36.29124394,-86.63282815,5.73E-06
36.29124394,-86.63264849,6.43E-06
36.29124394,-86.63246883,6.28E-06
36.29124394,-86.63228916,5.75E-06
36.29124394,-86.6321095,6.52E-06
36.29124394,-86.63192984,6.65E-06
36.29124394,-86.63175017,6.76E-06
36.29124394,-86.63157051,5.97E-06
36.29124394,-86.63139085,6.04E-06
36.29124394,-86.63121118,6.64E-06
36.29124394,-86.63103152,6.13E-06
36.29124394,-86.63085186,6.19E-06
36.29124394,-86.6306722,6.56E-06
36.29124394,-86.63049253,6.83E-06
36.29124394,-86.63031287,6.42E-06
36.29124394,-86.63013321,6.30E-06
36.29124394,-86.62995354,6.15E-06
36.29124394,-86.62977388,5.84E-06
36.29124394,-86.62959422,6.45E-06
36.29124394,-86.62941455,6.92E-06
36.29124394,-86.62923489,6.97E-06
36.29124394,-86.62905523,6.61E-06
36.29124394,-86.62887557,6.36E-06
36.29124394,-86.6286959,6.19E-06
36.29124394,-86.62851624,6.60E-06
36.29124394,-86.62833658,6.99E-06
36.29124394,-86.62815691,5.98E-06
36.29124394,-86.62797725,7.35E-06
36.29124394,-86.62779759,6.89E-06
36.29124394,-86.62761792,6.61E-06
36.29124394,-86.62743826,7.01E-06
36.29124394,-86.6272586,6.67E-06
36.29124394,-86.62707893,6.90E-06
36.29124394,-86.62689927,6.89E-06
36.29124394,-86.62671961,6.49E-06
