Latitude,Longitude,DoseRate_R_hr
36.2356164,-86.68582875,6.33E-06
36.2356164,-86.68564909,5.97E-06
36.2356164,-86.68546943,5.51E-06
36.2356164,-86.68528976,6.98E-06
36.2356164,-86.6851101,6.41E-06
36.2356164,-86.68493044,5.88E-06
36.2356164,-86.68475078,5.52E-06
36.2356164,-86.68457111,6.46E-06
36.2356164,-86.68439145,5.26E-06
36.2356164,-86.68421179,6.58E-06
36.2356164,-86.68403212,6.27E-06
36.2356164,-86.68385246,5.59E-06
36.2356164,-86.6836728,5.20E-06
36.2356164,-86.68349313,5.77E-06
36.2356164,-86.68331347,6.73E-06
36.2356164,-86.68313381,6.29E-06
36.2356164,-86.68295415,5.54E-06
36.2356164,-86.68277448,5.85E-06
36.2356164,-86.68259482,5.54E-06
36.2356164,-86.68241516,6.78E-06
36.2356164,-86.68223549,5.68E-06
36.2356164,-86.68205583,6.18E-06
36.2356164,-86.68187617,6.77E-06
36.2356164,-86.6816965,6.16E-06
36.2356164,-86.68151684,5.86E-06
36.2356164,-86.68133718,6.41E-06
36.2356164,-86.68115751,5.86E-06
36.2356164,-86.68097785,6.22E-06
36.2356164,-86.68079819,5.51E-06
36.2356164,-86.68061853,5.99E-06
36.2356164,-86.68043886,5.73E-06
36.2356164,-86.6802592,5.88E-06
36.2356164,-86.68007954,5.82E-06
36.2356164,-86.67989987,6.25E-06
36.2356164,-86.67972021,6.32E-06
36.2356164,-86.67954055,5.81E-06
36.2356164,-86.67936088,6.42E-06
36.2356164,-86.67918122,5.90E-06
36.2356164,-86.67900156,5.72E-06
36.2356164,-86.67882189,6.33E-06
36.2356164,-86.67864223,5.99E-06
36.2356164,-86.67846257,5.55E-06
36.2356164,-86.67828291,5.75E-06
36.2356164,-86.67810324,6.35E-06
36.2356164,-86.67792358,6.25E-06
36.2356164,-86.67774392,6.44E-06
36.2356164,-86.67756425,6.54E-06
36.2356164,-86.67738459,6.09E-06
36.2356164,-86.67720493,6.47E-06
36.2356164,-86.67702526,7.27E-06
36.2356164,-86.6768456,6.24E-06
36.2356164,-86.67666594,6.16E-06
36.2356164,-86.67648628,7.47E-06
36.2356164,-86.67630661,6.67E-06
36.2356164,-86.67612695,6.86E-06
36.2356164,-86.67594729,7.88E-06
36.2356164,-86.67576762,6.88E-06
36.2356164,-86.67558796,7.07E-06
36.2356164,-86.6754083,7.39E-06
36.2356164,-86.67522863,7.45E-06
36.2356164,-86.67504897,7.40E-06
36.2356164,-86.67486931,7.10E-06
36.2356164,-86.67468964,6.86E-06
36.2356164,-86.67450998,7.53E-06
36.2356164,-86.67433032,8.43E-06
36.2356164,-86.67415066,7.91E-06
36.2356164,-86.67397099,8.91E-06
36.2356164,-86.67379133,7.64E-06
36.2356164,-86.67361167,8.62E-06
36.2356164,-86.673432,7.94E-06
36.2356164,-86.67325234,9.08E-06
36.2356164,-86.67307268,9.66E-06
36.2356164,-86.67289301,9.08E-06
36.2356164,-86.67271335,1.04E-05
36.2356164,-86.67253369,1.07E-05
36.2356164,-86.67235402,1.10E-05
36.2356164,-86.67217436,1.12E-05
36.2356164,-86.6719947,1.13E-05
36.2356164,-86.67181504,1.08E-05
36.2356164,-86.67163537,1.20E-05
36.2356164,-86.67145571,1.20E-05
36.2356164,-86.67127605,1.20E-05
36.2356164,-86.67109638,1.20E-05
36.2356164,-86.67091672,1.39E-05
36.2356164,-86.67073706,1.27E-05
36.2356164,-86.67055739,1.40E-05
36.2356164,-86.67037773,1.53E-05
36.2356164,-86.67019807,1.45E-05
36.2356164,-86.67001841,1.54E-05
36.2356164,-86.66983874,1.71E-05
36.2356164,-86.66965908,1.65E-05
36.2356164,-86.66947942,1.78E-05
36.2356164,-86.66929975,1.79E-05
36.2356164,-86.66912009,2.03E-05
36.2356164,-86.66894043,1.89E-05
36.2356164,-86.66876076,2.19E-05
36.2356164,-86.6685811,2.05E-05
36.2356164,-86.66840144,2.21E-05
36.2356164,-86.66822177,2.30E-05
36.2356164,-86.66804211,2.29E-05
36.2356164,-86.66786245,2.32E-05
36.2356164,-86.66768279,2.42E-05
36.2356164,-86.66750312,2.58E-05
36.2356164,-86.66732346,2.79E-05
36.2356164,-86.6671438,2.74E-05
36.2356164,-86.66696413,2.81E-05
36.2356164,-86.66678447,2.78E-05
36.2356164,-86.66660481,3.19E-05
36.2356164,-86.66642514,3.14E-05
36.2356164,-86.66624548,3.24E-05
36.2356164,-86.66606582,3.19E-05
36.2356164,-86.66588615,3.40E-05
36.2356164,-86.66570649,3.45E-05
36.2356164,-86.66552683,3.61E-05
36.2356164,-86.66534717,4.05E-05
36.2356164,-86.6651675,3.69E-05
36.2356164,-86.66498784,3.81E-05
36.2356164,-86.66480818,4.10E-05
36.2356164,-86.66462851,4.28E-05
36.2356164,-86.66444885,4.20E-05
36.2356164,-86.66426919,4.42E-05
36.2356164,-86.66408952,4.47E-05
36.2356164,-86.66390986,4.70E-05
36.2356164,-86.6637302,4.93E-05
36.2356164,-86.66355054,4.83E-05
36.2356164,-86.66337087,4.70E-05
36.2356164,-86.66319121,4.93E-05
36.2356164,-86.66301155,5.45E-05
36.23576131,-86.68582875,6.44E-06
36.23576131,-86.68564909,6.06E-06
36.23576131,-86.68546943,6.00E-06
36.23576131,-86.68528976,5.93E-06
36.23576131,-86.6851101,6.29E-06
36.23576131,-86.68493044,5.90E-06
36.23576131,-86.68475078,6.28E-06
36.23576131,-86.68457111,6.56E-06
36.23576131,-86.68439145,6.61E-06
36.23576131,-86.68421179,6.59E-06
36.23576131,-86.68403212,6.69E-06
36.23576131,-86.68385246,6.80E-06
36.23576131,-86.6836728,6.69E-06
36.23576131,-86.68349313,6.35E-06
36.23576131,-86.68331347,5.43E-06
36.23576131,-86.68313381,6.41E-06
36.23576131,-86.68295415,6.63E-06
36.23576131,-86.68277448,6.23E-06
36.23576131,-86.68259482,5.77E-06
36.23576131,-86.68241516,6.29E-06
36.23576131,-86.68223549,5.78E-06
36.23576131,-86.68205583,5.91E-06
36.23576131,-86.68187617,6.23E-06
36.23576131,-86.6816965,5.92E-06
36.23576131,-86.68151684,6.62E-06
36.23576131,-86.68133718,5.32E-06
36.23576131,-86.68115751,6.05E-06
36.23576131,-86.68097785,6.50E-06
36.23576131,-86.68079819,6.72E-06
36.23576131,-86.68061853,6.73E-06
36.23576131,-86.68043886,6.14E-06
36.23576131,-86.6802592,5.49E-06
36.23576131,-86.68007954,5.80E-06
36.23576131,-86.67989987,5.84E-06
36.23576131,-86.67972021,5.33E-06
36.23576131,-86.67954055,5.69E-06
36.23576131,-86.67936088,5.33E-06
36.23576131,-86.67918122,6.39E-06
36.23576131,-86.67900156,6.19E-06
36.23576131,-86.67882189,5.46E-06
36.23576131,-86.67864223,6.14E-06
36.23576131,-86.67846257,6.43E-06
36.23576131,-86.67828291,6.70E-06
36.23576131,-86.67810324,6.19E-06
36.23576131,-86.67792358,6.88E-06
36.23576131,-86.67774392,6.19E-06
36.23576131,-86.67756425,6.86E-06
36.23576131,-86.67738459,6.36E-06
36.23576131,-86.67720493,6.75E-06
36.23576131,-86.67702526,6.64E-06
36.23576131,-86.6768456,7.27E-06
36.23576131,-86.67666594,6.91E-06
36.23576131,-86.67648628,6.39E-06
36.23576131,-86.67630661,6.74E-06
36.23576131,-86.67612695,6.39E-06
36.23576131,-86.67594729,6.50E-06
36.23576131,-86.67576762,7.00E-06
36.23576131,-86.67558796,7.90E-06
36.23576131,-86.6754083,7.49E-06
