Latitude,Longitude,DoseRate_R_hr
36.19865435,-86.70882563,5.81E-06
36.19865435,-86.70864596,5.87E-06
36.19865435,-86.7084663,5.99E-06
36.19865435,-86.70828664,6.12E-06
36.19865435,-86.70810697,6.03E-06
36.19865435,-86.70792731,6.39E-06
36.19865435,-86.70774765,6.24E-06
36.19865435,-86.70756798,6.34E-06
36.19865435,-86.70738832,6.70E-06
36.19865435,-86.70720866,6.27E-06
36.19865435,-86.70702899,6.77E-06
36.19865435,-86.70684933,5.68E-06
36.19865435,-86.70666967,5.73E-06
36.19865435,-86.70649001,6.21E-06
36.19865435,-86.70631034,5.40E-06
36.19865435,-86.70613068,6.02E-06
36.19865435,-86.70595102,6.81E-06
36.19865435,-86.70577135,6.19E-06
36.19865435,-86.70559169,5.80E-06
36.19865435,-86.70541203,5.61E-06
36.19865435,-86.70523236,5.32E-06
36.19865435,-86.7050527,6.16E-06
36.19865435,-86.70487304,5.76E-06
36.19865435,-86.70469338,6.08E-06
36.19865435,-86.70451371,6.08E-06
36.19865435,-86.70433405,5.84E-06
36.19865435,-86.70415439,6.14E-06
36.19865435,-86.70397472,6.47E-06
36.19865435,-86.70379506,5.53E-06
36.19865435,-86.7036154,6.68E-06
36.19865435,-86.70343573,6.48E-06
36.19865435,-86.70325607,6.30E-06
36.19865435,-86.70307641,6.49E-06
36.19865435,-86.70289674,6.06E-06
36.19865435,-86.70271708,6.08E-06
36.19865435,-86.70253742,6.90E-06
36.19865435,-86.70235776,5.29E-06
36.19865435,-86.70217809,6.37E-06
36.19865435,-86.70199843,6.36E-06
36.19865435,-86.70181877,6.43E-06
36.19865435,-86.7016391,5.99E-06
36.19865435,-86.70145944,5.21E-06
36.19865435,-86.70127978,6.04E-06
36.19865435,-86.70110011,6.19E-06
36.19865435,-86.70092045,5.46E-06
36.19865435,-86.70074079,5.44E-06
36.19865435,-86.70056112,6.83E-06
36.19865435,-86.70038146,5.74E-06
36.19865435,-86.7002018,6.62E-06
36.19865435,-86.70002214,5.90E-06
36.19865435,-86.69984247,5.66E-06
36.19865435,-86.69966281,5.93E-06
36.19865435,-86.69948315,6.37E-06
36.19865435,-86.69930348,6.78E-06
36.19865435,-86.69912382,6.18E-06
36.19865435,-86.69894416,5.57E-06
36.19865435,-86.69876449,6.31E-06
36.19865435,-86.69858483,6.29E-06
36.19865435,-86.69840517,5.57E-06
36.19865435,-86.69822551,6.13E-06
36.19865435,-86.69804584,6.15E-06
36.19865435,-86.69786618,6.35E-06
36.19865435,-86.69768652,6.13E-06
36.19865435,-86.69750685,5.96E-06
36.19865435,-86.69732719,6.51E-06
36.19865435,-86.69714753,6.36E-06
36.19865435,-86.69696786,6.20E-06
36.19865435,-86.6967882,6.30E-06
36.19865435,-86.69660854,5.88E-06
36.19865435,-86.69642887,5.20E-06
36.19865435,-86.69624921,6.51E-06
