Latitude,Longitude,DoseRate_R_hr
36.27256098,-86.73164283,6.71E-06
36.27256098,-86.73146317,6.20E-06
36.27256098,-86.73128351,5.83E-06
36.27256098,-86.73110384,6.70E-06
36.27256098,-86.73092418,5.49E-06
36.27256098,-86.73074452,6.45E-06
36.27256098,-86.73056486,6.28E-06
36.27256098,-86.73038519,6.21E-06
36.27256098,-86.73020553,5.67E-06
36.27256098,-86.73002587,5.73E-06
36.27256098,-86.7298462,5.83E-06
36.27256098,-86.72966654,6.02E-06
36.27256098,-86.72948688,5.57E-06
36.27256098,-86.72930721,6.67E-06
36.27256098,-86.72912755,5.91E-06
36.27256098,-86.72894789,6.49E-06
36.27256098,-86.72876822,6.05E-06
36.27256098,-86.72858856,5.82E-06
36.27256098,-86.7284089,6.05E-06
36.27256098,-86.72822924,5.37E-06
36.27256098,-86.72804957,5.65E-06
36.27256098,-86.72786991,6.70E-06
36.27256098,-86.72769025,6.84E-06
36.27256098,-86.72751058,5.84E-06
36.27256098,-86.72733092,6.20E-06
36.27256098,-86.72715126,6.01E-06
36.27256098,-86.72697159,6.22E-06
36.27256098,-86.72679193,5.54E-06
36.27256098,-86.72661227,6.44E-06
36.27256098,-86.7264326,5.75E-06
36.27256098,-86.72625294,6.21E-06
36.27256098,-86.72607328,6.10E-06
36.27256098,-86.72589362,6.02E-06
36.27256098,-86.72571395,6.19E-06
36.27256098,-86.72553429,5.35E-06
36.27256098,-86.72535463,5.95E-06
36.27256098,-86.72517496,6.05E-06
36.27256098,-86.7249953,5.87E-06
36.27256098,-86.72481564,6.55E-06
36.27256098,-86.72463597,5.67E-06
36.27256098,-86.72445631,6.32E-06
36.27256098,-86.72427665,5.78E-06
36.27256098,-86.72409699,6.54E-06
36.27256098,-86.72391732,6.42E-06
36.27256098,-86.72373766,5.39E-06
36.27256098,-86.723558,5.69E-06
36.27256098,-86.72337833,5.73E-06
36.27256098,-86.72319867,6.03E-06
36.27256098,-86.72301901,6.02E-06
36.27256098,-86.72283934,5.51E-06
36.27256098,-86.72265968,6.28E-06
36.27256098,-86.72248002,5.70E-06
36.27256098,-86.72230035,6.30E-06
36.27256098,-86.72212069,5.91E-06
36.27256098,-86.72194103,5.55E-06
36.27256098,-86.72176137,5.77E-06
36.27256098,-86.7215817,5.97E-06
36.27256098,-86.72140204,6.08E-06
36.27256098,-86.72122238,5.82E-06
36.27256098,-86.72104271,5.73E-06
36.27256098,-86.72086305,6.70E-06
36.27256098,-86.72068339,6.43E-06
36.27256098,-86.72050372,6.51E-06
36.27256098,-86.72032406,6.59E-06
36.27256098,-86.7201444,5.74E-06
36.27256098,-86.71996473,6.20E-06
36.27256098,-86.71978507,5.99E-06
36.27256098,-86.71960541,6.20E-06
36.27256098,-86.71942575,5.99E-06
36.27256098,-86.71924608,5.62E-06
36.27256098,-86.71906642,5.84E-06
36.27256098,-86.71888676,6.12E-06
36.27256098,-86.71870709,5.95E-06
36.27256098,-86.71852743,6.29E-06
36.27256098,-86.71834777,6.13E-06
36.27256098,-86.7181681,6.11E-06
36.27256098,-86.71798844,6.09E-06
36.27256098,-86.71780878,5.87E-06
36.27256098,-86.71762912,5.87E-06
36.27256098,-86.71744945,6.02E-06
36.27256098,-86.71726979,6.92E-06
36.27256098,-86.71709013,5.88E-06
36.27256098,-86.71691046,6.86E-06
36.27256098,-86.7167308,6.14E-06
36.27256098,-86.71655114,6.27E-06
36.27256098,-86.71637147,5.86E-06
36.27256098,-86.71619181,5.59E-06
36.27256098,-86.71601215,6.03E-06
36.27256098,-86.71583248,6.73E-06
36.27256098,-86.71565282,6.00E-06
36.27256098,-86.71547316,5.67E-06
36.27256098,-86.7152935,6.12E-06
36.27256098,-86.71511383,6.05E-06
36.27256098,-86.71493417,6.77E-06
36.27256098,-86.71475451,5.64E-06
36.27256098,-86.71457484,6.07E-06
36.27256098,-86.71439518,6.54E-06
36.27256098,-86.71421552,6.52E-06
36.27256098,-86.71403585,6.30E-06
36.27256098,-86.71385619,5.87E-06
36.27256098,-86.71367653,5.63E-06
36.27256098,-86.71349686,6.03E-06
36.27256098,-86.7133172,6.43E-06
36.27256098,-86.71313754,6.09E-06
36.27256098,-86.71295788,5.90E-06
36.27256098,-86.71277821,5.67E-06
36.27256098,-86.71259855,5.41E-06
36.27256098,-86.71241889,6.22E-06
36.27256098,-86.71223922,6.89E-06
36.27256098,-86.71205956,6.57E-06
36.27256098,-86.7118799,5.89E-06
36.27256098,-86.71170023,5.60E-06
36.27256098,-86.71152057,6.51E-06
36.27256098,-86.71134091,5.93E-06
36.27256098,-86.71116125,5.84E-06
36.27256098,-86.71098158,6.29E-06
36.27256098,-86.71080192,6.58E-06
36.27256098,-86.71062226,6.25E-06
36.27256098,-86.71044259,5.75E-06
36.27256098,-86.71026293,6.35E-06
36.27256098,-86.71008327,5.56E-06
36.27256098,-86.7099036,5.69E-06
36.27256098,-86.70972394,6.32E-06
36.27256098,-86.70954428,5.68E-06
36.27256098,-86.70936461,5.40E-06
36.27256098,-86.70918495,6.22E-06
36.27256098,-86.70900529,5.14E-06
36.27256098,-86.70882563,6.27E-06
36.27270583,-86.73164283,6.30E-06
36.27270583,-86.73146317,5.93E-06
36.27270583,-86.73128351,6.30E-06
36.27270583,-86.73110384,5.60E-06
36.27270583,-86.73092418,6.63E-06
36.27270583,-86.73074452,5.57E-06
36.27270583,-86.73056486,5.03E-06
36.27270583,-86.73038519,6.51E-06
36.27270583,-86.73020553,6.13E-06
36.27270583,-86.73002587,6.16E-06
36.27270583,-86.7298462,6.62E-06
36.27270583,-86.72966654,5.50E-06
36.27270583,-86.72948688,5.57E-06
36.27270583,-86.72930721,5.31E-06
36.27270583,-86.72912755,6.69E-06
36.27270583,-86.72894789,6.58E-06
36.27270583,-86.72876822,5.11E-06
36.27270583,-86.72858856,6.62E-06
36.27270583,-86.7284089,6.10E-06
36.27270583,-86.72822924,6.10E-06
36.27270583,-86.72804957,5.13E-06
36.27270583,-86.72786991,6.16E-06
36.27270583,-86.72769025,6.28E-06
36.27270583,-86.72751058,5.78E-06
36.27270583,-86.72733092,6.55E-06
36.27270583,-86.72715126,5.94E-06
36.27270583,-86.72697159,5.96E-06
36.27270583,-86.72679193,5.54E-06
36.27270583,-86.72661227,6.69E-06
36.27270583,-86.7264326,6.44E-06
36.27270583,-86.72625294,5.42E-06
36.27270583,-86.72607328,5.64E-06
36.27270583,-86.72589362,5.83E-06
36.27270583,-86.72571395,6.97E-06
36.27270583,-86.72553429,6.45E-06
36.27270583,-86.72535463,5.55E-06
36.27270583,-86.72517496,5.48E-06
36.27270583,-86.7249953,5.31E-06
36.27270583,-86.72481564,5.45E-06
36.27270583,-86.72463597,6.98E-06
36.27270583,-86.72445631,5.09E-06
36.27270583,-86.72427665,5.95E-06
36.27270583,-86.72409699,6.14E-06
36.27270583,-86.72391732,6.12E-06
36.27270583,-86.72373766,6.63E-06
36.27270583,-86.723558,6.52E-06
36.27270583,-86.72337833,5.13E-06
36.27270583,-86.72319867,5.70E-06
36.27270583,-86.72301901,6.19E-06
36.27270583,-86.72283934,5.61E-06
36.27270583,-86.72265968,6.82E-06
36.27270583,-86.72248002,5.61E-06
36.27270583,-86.72230035,5.80E-06
36.27270583,-86.72212069,6.09E-06
36.27270583,-86.72194103,6.13E-06
36.27270583,-86.72176137,6.47E-06
36.27270583,-86.7215817,6.02E-06
36.27270583,-86.72140204,5.86E-06
36.27270583,-86.72122238,6.33E-06
36.27270583,-86.72104271,5.99E-06
36.27270583,-86.72086305,5.85E-06
36.27270583,-86.72068339,6.80E-06
36.27270583,-86.72050372,5.98E-06
36.27270583,-86.72032406,5.95E-06
36.27270583,-86.7201444,5.72E-06
36.27270583,-86.71996473,6.08E-06
36.27270583,-86.71978507,5.79E-06
36.27270583,-86.71960541,5.47E-06
