Latitude,Longitude,DoseRate_R_hr
36.27256098,-86.66301155,6.27E-06
36.27256098,-86.66283188,6.12E-06
36.27256098,-86.66265222,6.61E-06
36.27256098,-86.66247256,6.23E-06
36.27256098,-86.66229289,5.79E-06
36.27256098,-86.66211323,5.97E-06
36.27256098,-86.66193357,5.64E-06
36.27256098,-86.6617539,6.48E-06
36.27256098,-86.66157424,6.03E-06
36.27256098,-86.66139458,5.89E-06
36.27256098,-86.66121492,6.86E-06
36.27256098,-86.66103525,5.61E-06
36.27256098,-86.66085559,6.51E-06
36.27256098,-86.66067593,6.26E-06
36.27256098,-86.66049626,6.53E-06
36.27256098,-86.6603166,6.24E-06
36.27256098,-86.66013694,5.78E-06
36.27256098,-86.65995727,5.67E-06
36.27256098,-86.65977761,5.42E-06
36.27256098,-86.65959795,6.06E-06
36.27256098,-86.65941828,5.55E-06
36.27256098,-86.65923862,5.31E-06
36.27256098,-86.65905896,6.06E-06
36.27256098,-86.6588793,6.24E-06
36.27256098,-86.65869963,5.41E-06
36.27256098,-86.65851997,5.86E-06
36.27256098,-86.65834031,7.01E-06
36.27256098,-86.65816064,6.64E-06
36.27256098,-86.65798098,6.26E-06
36.27256098,-86.65780132,5.90E-06
36.27256098,-86.65762165,6.40E-06
36.27256098,-86.65744199,5.55E-06
36.27256098,-86.65726233,6.27E-06
36.27256098,-86.65708266,5.95E-06
36.27256098,-86.656903,5.41E-06
36.27256098,-86.65672334,6.54E-06
36.27256098,-86.65654368,6.18E-06
36.27256098,-86.65636401,6.60E-06
36.27256098,-86.65618435,5.88E-06
36.27256098,-86.65600469,6.44E-06
36.27256098,-86.65582502,6.48E-06
36.27256098,-86.65564536,6.63E-06
36.27256098,-86.6554657,6.71E-06
36.27256098,-86.65528603,6.18E-06
36.27256098,-86.65510637,6.14E-06
36.27256098,-86.65492671,6.06E-06
36.27256098,-86.65474705,5.82E-06
36.27256098,-86.65456738,5.75E-06
36.27256098,-86.65438772,5.35E-06
36.27256098,-86.65420806,5.92E-06
36.27256098,-86.65402839,5.79E-06
36.27256098,-86.65384873,5.40E-06
36.27256098,-86.65366907,5.28E-06
36.27256098,-86.6534894,6.63E-06
36.27256098,-86.65330974,5.52E-06
36.27256098,-86.65313008,6.18E-06
36.27256098,-86.65295041,5.41E-06
36.27256098,-86.65277075,6.31E-06
36.27256098,-86.65259109,6.06E-06
36.27256098,-86.65241143,5.42E-06
36.27256098,-86.65223176,5.99E-06
36.27256098,-86.6520521,6.08E-06
36.27256098,-86.65187244,5.94E-06
36.27256098,-86.65169277,5.27E-06
36.27256098,-86.65151311,6.60E-06
36.27256098,-86.65133345,6.65E-06
