Latitude,Longitude,DoseRate_R_hr
36.2356164,-86.73164283,5.14E-06
36.2356164,-86.73146317,5.85E-06
36.2356164,-86.73128351,6.52E-06
36.2356164,-86.73110384,6.40E-06
36.2356164,-86.73092418,6.15E-06
36.2356164,-86.73074452,6.16E-06
36.2356164,-86.73056486,6.10E-06
36.2356164,-86.73038519,5.28E-06
36.2356164,-86.73020553,5.70E-06
36.2356164,-86.73002587,6.37E-06
36.2356164,-86.7298462,6.79E-06
36.2356164,-86.72966654,5.92E-06
36.2356164,-86.72948688,6.03E-06
36.2356164,-86.72930721,5.60E-06
36.2356164,-86.72912755,6.14E-06
36.2356164,-86.72894789,5.82E-06
36.2356164,-86.72876822,5.76E-06
36.2356164,-86.72858856,6.42E-06
36.2356164,-86.7284089,6.00E-06
36.2356164,-86.72822924,6.56E-06
36.2356164,-86.72804957,5.99E-06
36.2356164,-86.72786991,5.41E-06
36.2356164,-86.72769025,5.24E-06
36.2356164,-86.72751058,6.08E-06
36.2356164,-86.72733092,6.18E-06
36.2356164,-86.72715126,6.60E-06
36.2356164,-86.72697159,6.61E-06
36.2356164,-86.72679193,6.16E-06
36.2356164,-86.72661227,6.12E-06
36.2356164,-86.7264326,6.11E-06
36.2356164,-86.72625294,6.79E-06
36.2356164,-86.72607328,5.95E-06
36.2356164,-86.72589362,5.89E-06
36.2356164,-86.72571395,5.89E-06
36.2356164,-86.72553429,5.56E-06
36.2356164,-86.72535463,6.13E-06
36.2356164,-86.72517496,6.62E-06
36.2356164,-86.7249953,6.19E-06
36.2356164,-86.72481564,5.42E-06
36.2356164,-86.72463597,6.15E-06
36.2356164,-86.72445631,5.78E-06
36.2356164,-86.72427665,5.95E-06
36.2356164,-86.72409699,5.69E-06
36.2356164,-86.72391732,5.16E-06
36.2356164,-86.72373766,5.79E-06
36.2356164,-86.723558,6.15E-06
36.2356164,-86.72337833,6.72E-06
36.2356164,-86.72319867,6.15E-06
36.2356164,-86.72301901,5.78E-06
36.2356164,-86.72283934,6.74E-06
36.2356164,-86.72265968,6.48E-06
36.2356164,-86.72248002,5.88E-06
36.2356164,-86.72230035,6.51E-06
36.2356164,-86.72212069,6.05E-06
36.2356164,-86.72194103,6.36E-06
36.2356164,-86.72176137,6.21E-06
36.2356164,-86.7215817,5.96E-06
36.2356164,-86.72140204,6.16E-06
36.2356164,-86.72122238,5.91E-06
36.2356164,-86.72104271,6.01E-06
36.2356164,-86.72086305,6.17E-06
36.2356164,-86.72068339,6.24E-06
36.2356164,-86.72050372,6.09E-06
36.2356164,-86.72032406,6.14E-06
36.2356164,-86.7201444,6.11E-06
36.2356164,-86.71996473,5.75E-06
36.2356164,-86.71978507,6.66E-06
36.2356164,-86.71960541,6.60E-06
36.2356164,-86.71942575,5.86E-06
36.2356164,-86.71924608,6.45E-06
36.2356164,-86.71906642,6.47E-06
36.2356164,-86.71888676,6.80E-06
36.2356164,-86.71870709,5.70E-06
36.2356164,-86.71852743,6.72E-06
36.2356164,-86.71834777,6.83E-06
36.2356164,-86.7181681,5.73E-06
36.2356164,-86.71798844,5.59E-06
36.2356164,-86.71780878,5.91E-06
36.2356164,-86.71762912,6.16E-06
36.2356164,-86.71744945,6.66E-06
36.2356164,-86.71726979,6.86E-06
36.2356164,-86.71709013,5.45E-06
36.2356164,-86.71691046,6.12E-06
36.2356164,-86.7167308,6.56E-06
36.2356164,-86.71655114,6.18E-06
36.2356164,-86.71637147,5.57E-06
36.2356164,-86.71619181,6.35E-06
36.2356164,-86.71601215,5.46E-06
36.2356164,-86.71583248,5.29E-06
36.2356164,-86.71565282,5.90E-06
36.2356164,-86.71547316,6.29E-06
36.2356164,-86.7152935,6.50E-06
36.2356164,-86.71511383,5.71E-06
36.2356164,-86.71493417,5.36E-06
36.2356164,-86.71475451,6.88E-06
36.2356164,-86.71457484,6.43E-06
36.2356164,-86.71439518,5.75E-06
36.2356164,-86.71421552,5.30E-06
36.2356164,-86.71403585,6.06E-06
36.2356164,-86.71385619,5.89E-06
36.2356164,-86.71367653,5.55E-06
36.2356164,-86.71349686,6.90E-06
36.2356164,-86.7133172,5.88E-06
36.2356164,-86.71313754,5.90E-06
36.2356164,-86.71295788,6.14E-06
36.2356164,-86.71277821,5.84E-06
36.2356164,-86.71259855,6.37E-06
36.2356164,-86.71241889,6.33E-06
36.2356164,-86.71223922,5.56E-06
36.2356164,-86.71205956,6.32E-06
36.2356164,-86.7118799,6.00E-06
36.2356164,-86.71170023,6.60E-06
36.2356164,-86.71152057,6.25E-06
36.2356164,-86.71134091,5.57E-06
36.2356164,-86.71116125,5.76E-06
36.2356164,-86.71098158,6.13E-06
36.2356164,-86.71080192,5.64E-06
36.2356164,-86.71062226,6.31E-06
36.2356164,-86.71044259,5.80E-06
36.2356164,-86.71026293,5.90E-06
36.2356164,-86.71008327,6.40E-06
36.2356164,-86.7099036,5.85E-06
36.2356164,-86.70972394,5.42E-06
36.2356164,-86.70954428,6.19E-06
36.2356164,-86.70936461,6.32E-06
36.2356164,-86.70918495,5.93E-06
36.2356164,-86.70900529,6.34E-06
36.2356164,-86.70882563,5.43E-06
36.23576131,-86.73164283,5.96E-06
36.23576131,-86.73146317,6.06E-06
36.23576131,-86.73128351,5.96E-06
36.23576131,-86.73110384,6.39E-06
36.23576131,-86.73092418,6.50E-06
36.23576131,-86.73074452,5.39E-06
36.23576131,-86.73056486,6.79E-06
36.23576131,-86.73038519,5.81E-06
36.23576131,-86.73020553,6.14E-06
36.23576131,-86.73002587,6.10E-06
36.23576131,-86.7298462,6.29E-06
36.23576131,-86.72966654,5.21E-06
36.23576131,-86.72948688,6.31E-06
36.23576131,-86.72930721,5.45E-06
36.23576131,-86.72912755,6.18E-06
36.23576131,-86.72894789,6.53E-06
36.23576131,-86.72876822,5.51E-06
36.23576131,-86.72858856,6.22E-06
36.23576131,-86.7284089,6.16E-06
36.23576131,-86.72822924,5.57E-06
36.23576131,-86.72804957,6.36E-06
36.23576131,-86.72786991,6.40E-06
36.23576131,-86.72769025,5.11E-06
36.23576131,-86.72751058,5.88E-06
36.23576131,-86.72733092,5.55E-06
36.23576131,-86.72715126,5.42E-06
36.23576131,-86.72697159,5.51E-06
36.23576131,-86.72679193,5.68E-06
36.23576131,-86.72661227,5.73E-06
36.23576131,-86.7264326,5.84E-06
36.23576131,-86.72625294,6.25E-06
