Latitude,Longitude,DoseRate_R_hr
36.25416331,-86.7546397,5.37E-06
36.25416331,-86.75446004,5.53E-06
36.25416331,-86.75428038,6.20E-06
36.25416331,-86.75410072,5.69E-06
36.25416331,-86.75392105,5.73E-06
36.25416331,-86.75374139,6.18E-06
36.25416331,-86.75356173,6.50E-06
36.25416331,-86.75338206,5.50E-06
36.25416331,-86.7532024,6.82E-06
36.25416331,-86.75302274,6.21E-06
36.25416331,-86.75284307,6.39E-06
36.25416331,-86.75266341,5.65E-06
36.25416331,-86.75248375,5.32E-06
36.25416331,-86.75230409,5.11E-06
36.25416331,-86.75212442,5.96E-06
36.25416331,-86.75194476,5.99E-06
36.25416331,-86.7517651,5.98E-06
36.25416331,-86.75158543,5.52E-06
36.25416331,-86.75140577,6.21E-06
36.25416331,-86.75122611,5.59E-06
36.25416331,-86.75104644,5.95E-06
36.25416331,-86.75086678,6.19E-06
36.25416331,-86.75068712,5.09E-06
36.25416331,-86.75050745,5.37E-06
36.25416331,-86.75032779,6.39E-06
36.25416331,-86.75014813,6.00E-06
36.25416331,-86.74996847,6.35E-06
36.25416331,-86.7497888,5.87E-06
36.25416331,-86.74960914,6.35E-06
36.25416331,-86.74942948,5.83E-06
36.25416331,-86.74924981,5.65E-06
36.25416331,-86.74907015,5.82E-06
36.25416331,-86.74889049,5.22E-06
36.25416331,-86.74871082,5.77E-06
36.25416331,-86.74853116,6.62E-06
36.25416331,-86.7483515,6.07E-06
36.25416331,-86.74817183,5.61E-06
36.25416331,-86.74799217,6.35E-06
36.25416331,-86.74781251,5.48E-06
36.25416331,-86.74763285,5.68E-06
36.25416331,-86.74745318,5.36E-06
36.25416331,-86.74727352,6.25E-06
36.25416331,-86.74709386,5.92E-06
36.25416331,-86.74691419,5.20E-06
36.25416331,-86.74673453,6.31E-06
36.25416331,-86.74655487,5.30E-06
36.25416331,-86.7463752,6.83E-06
36.25416331,-86.74619554,6.29E-06
36.25416331,-86.74601588,5.77E-06
36.25416331,-86.74583622,6.13E-06
36.25416331,-86.74565655,6.82E-06
36.25416331,-86.74547689,6.04E-06
36.25416331,-86.74529723,5.71E-06
36.25416331,-86.74511756,5.98E-06
36.25416331,-86.7449379,5.53E-06
36.25416331,-86.74475824,5.89E-06
36.25416331,-86.74457857,5.85E-06
36.25416331,-86.74439891,5.43E-06
36.25416331,-86.74421925,6.54E-06
36.25416331,-86.74403958,5.90E-06
36.25416331,-86.74385992,6.15E-06
36.25416331,-86.74368026,5.64E-06
36.25416331,-86.7435006,5.74E-06
36.25416331,-86.74332093,6.02E-06
36.25416331,-86.74314127,5.59E-06
36.25416331,-86.74296161,6.09E-06
36.25416331,-86.74278194,5.59E-06
36.25416331,-86.74260228,6.84E-06
36.25416331,-86.74242262,5.62E-06
36.25416331,-86.74224295,6.05E-06
36.25416331,-86.74206329,5.38E-06
36.25416331,-86.74188363,6.66E-06
36.25416331,-86.74170396,6.43E-06
36.25416331,-86.7415243,6.28E-06
36.25416331,-86.74134464,5.78E-06
36.25416331,-86.74116498,5.39E-06
36.25416331,-86.74098531,6.45E-06
36.25416331,-86.74080565,5.39E-06
36.25416331,-86.74062599,5.99E-06
36.25416331,-86.74044632,6.00E-06
36.25416331,-86.74026666,6.25E-06
