Latitude,Longitude,DoseRate_R_hr
36.25416331,-86.61719747,3.42E-05
36.25416331,-86.6170178,3.32E-05
36.25416331,-86.61683814,3.04E-05
36.25416331,-86.61665848,3.14E-05
36.25416331,-86.61647881,3.37E-05
36.25416331,-86.61629915,3.14E-05
36.25416331,-86.61611949,3.19E-05
36.25416331,-86.61593982,2.94E-05
36.25416331,-86.61576016,3.28E-05
36.25416331,-86.6155805,3.26E-05
36.25416331,-86.61540084,2.97E-05
36.25416331,-86.61522117,3.05E-05
36.25416331,-86.61504151,2.93E-05
36.25416331,-86.61486185,3.14E-05
36.25416331,-86.61468218,3.01E-05
36.25416331,-86.61450252,2.79E-05
36.25416331,-86.61432286,3.14E-05
36.25416331,-86.61414319,2.83E-05
36.25416331,-86.61396353,2.86E-05
36.25416331,-86.61378387,2.90E-05
36.25416331,-86.61360421,2.74E-05
36.25416331,-86.61342454,2.96E-05
36.25416331,-86.61324488,2.89E-05
36.25416331,-86.61306522,2.87E-05
36.25416331,-86.61288555,2.78E-05
36.25416331,-86.61270589,2.99E-05
36.25416331,-86.61252623,2.94E-05
36.25416331,-86.61234656,2.95E-05
36.25416331,-86.6121669,2.88E-05
36.25416331,-86.61198724,2.81E-05
36.25416331,-86.61180757,2.61E-05
36.25416331,-86.61162791,2.68E-05
36.25416331,-86.61144825,2.80E-05
36.25416331,-86.61126859,2.78E-05
36.25416331,-86.61108892,2.85E-05
36.25416331,-86.61090926,2.50E-05
36.25416331,-86.6107296,2.69E-05
36.25416331,-86.61054993,2.48E-05
36.25416331,-86.61037027,2.80E-05
36.25416331,-86.61019061,2.68E-05
36.25416331,-86.61001094,2.52E-05
36.25416331,-86.60983128,2.51E-05
36.25416331,-86.60965162,2.77E-05
36.25416331,-86.60947195,2.43E-05
36.25416331,-86.60929229,2.50E-05
36.25416331,-86.60911263,2.53E-05
36.25416331,-86.60893297,2.31E-05
36.25416331,-86.6087533,2.55E-05
36.25416331,-86.60857364,2.52E-05
36.25416331,-86.60839398,2.29E-05
36.25416331,-86.60821431,2.41E-05
36.25416331,-86.60803465,2.22E-05
36.25416331,-86.60785499,2.38E-05
36.25416331,-86.60767532,2.31E-05
36.25416331,-86.60749566,2.35E-05
36.25416331,-86.607316,2.43E-05
36.25416331,-86.60713634,2.35E-05
36.25416331,-86.60695667,2.32E-05
36.25416331,-86.60677701,2.30E-05
36.25416331,-86.60659735,2.15E-05
36.25416331,-86.60641768,2.22E-05
36.25416331,-86.60623802,2.26E-05
