Latitude,Longitude,DoseRate_R_hr
36.21721003,-86.70882563,6.56E-06
36.21721003,-86.70864596,5.48E-06
36.21721003,-86.7084663,5.82E-06
36.21721003,-86.70828664,5.87E-06
36.21721003,-86.70810697,5.77E-06
36.21721003,-86.70792731,6.18E-06
36.21721003,-86.70774765,5.28E-06
36.21721003,-86.70756798,5.33E-06
36.21721003,-86.70738832,6.72E-06
36.21721003,-86.70720866,5.84E-06
36.21721003,-86.70702899,6.04E-06
36.21721003,-86.70684933,5.81E-06
36.21721003,-86.70666967,5.52E-06
36.21721003,-86.70649001,6.06E-06
36.21721003,-86.70631034,6.25E-06
36.21721003,-86.70613068,6.52E-06
36.21721003,-86.70595102,5.89E-06
36.21721003,-86.70577135,6.15E-06
36.21721003,-86.70559169,5.25E-06
36.21721003,-86.70541203,5.97E-06
36.21721003,-86.70523236,5.99E-06
36.21721003,-86.7050527,5.60E-06
36.21721003,-86.70487304,6.14E-06
36.21721003,-86.70469338,5.97E-06
36.21721003,-86.70451371,6.02E-06
36.21721003,-86.70433405,5.16E-06
36.21721003,-86.70415439,5.82E-06
36.21721003,-86.70397472,5.63E-06
36.21721003,-86.70379506,5.93E-06
36.21721003,-86.7036154,5.68E-06
36.21721003,-86.70343573,5.24E-06
36.21721003,-86.70325607,5.76E-06
36.21721003,-86.70307641,5.84E-06
36.21721003,-86.70289674,6.12E-06
36.21721003,-86.70271708,6.08E-06
36.21721003,-86.70253742,5.83E-06
36.21721003,-86.70235776,5.62E-06
36.21721003,-86.70217809,6.84E-06
36.21721003,-86.70199843,5.24E-06
36.21721003,-86.70181877,6.38E-06
36.21721003,-86.7016391,6.93E-06
36.21721003,-86.70145944,5.39E-06
36.21721003,-86.70127978,5.84E-06
36.21721003,-86.70110011,5.55E-06
36.21721003,-86.70092045,5.72E-06
36.21721003,-86.70074079,6.38E-06
36.21721003,-86.70056112,5.25E-06
36.21721003,-86.70038146,6.80E-06
36.21721003,-86.7002018,5.46E-06
36.21721003,-86.70002214,5.90E-06
36.21721003,-86.69984247,5.88E-06
36.21721003,-86.69966281,6.02E-06
36.21721003,-86.69948315,6.19E-06
36.21721003,-86.69930348,5.39E-06
36.21721003,-86.69912382,6.46E-06
36.21721003,-86.69894416,5.70E-06
36.21721003,-86.69876449,5.43E-06
36.21721003,-86.69858483,5.38E-06
36.21721003,-86.69840517,6.44E-06
36.21721003,-86.69822551,6.05E-06
36.21721003,-86.69804584,6.81E-06
36.21721003,-86.69786618,6.38E-06
36.21721003,-86.69768652,5.81E-06
36.21721003,-86.69750685,5.94E-06
36.21721003,-86.69732719,6.24E-06
36.21721003,-86.69714753,5.77E-06
36.21721003,-86.69696786,5.88E-06
36.21721003,-86.6967882,6.26E-06
36.21721003,-86.69660854,6.88E-06
36.21721003,-86.69642887,6.08E-06
36.21721003,-86.69624921,5.77E-06
36.21721003,-86.69606955,5.66E-06
36.21721003,-86.69588989,5.99E-06
36.21721003,-86.69571022,5.51E-06
36.21721003,-86.69553056,5.90E-06
36.21721003,-86.6953509,5.82E-06
36.21721003,-86.69517123,6.16E-06
36.21721003,-86.69499157,5.63E-06
36.21721003,-86.69481191,6.25E-06
36.21721003,-86.69463224,6.49E-06
36.21721003,-86.69445258,6.22E-06
36.21721003,-86.69427292,6.58E-06
36.21721003,-86.69409325,5.78E-06
36.21721003,-86.69391359,5.74E-06
36.21721003,-86.69373393,5.49E-06
36.21721003,-86.69355427,5.68E-06
36.21721003,-86.6933746,6.09E-06
36.21721003,-86.69319494,5.23E-06
36.21721003,-86.69301528,5.61E-06
36.21721003,-86.69283561,5.84E-06
36.21721003,-86.69265595,5.83E-06
36.21721003,-86.69247629,6.27E-06
36.21721003,-86.69229662,6.51E-06
36.21721003,-86.69211696,6.21E-06
36.21721003,-86.6919373,5.36E-06
36.21721003,-86.69175763,5.90E-06
36.21721003,-86.69157797,6.23E-06
36.21721003,-86.69139831,6.14E-06
36.21721003,-86.69121865,7.14E-06
36.21721003,-86.69103898,6.73E-06
36.21721003,-86.69085932,6.86E-06
36.21721003,-86.69067966,7.03E-06
36.21721003,-86.69049999,8.67E-06
36.21721003,-86.69032033,9.20E-06
36.21721003,-86.69014067,1.04E-05
36.21721003,-86.689961,1.23E-05
36.21721003,-86.68978134,1.27E-05
36.21721003,-86.68960168,1.39E-05
36.21721003,-86.68942202,1.74E-05
36.21721003,-86.68924235,1.86E-05
36.21721003,-86.68906269,2.23E-05
36.21721003,-86.68888303,2.53E-05
36.21721003,-86.68870336,2.80E-05
36.21721003,-86.6885237,3.28E-05
36.21721003,-86.68834404,3.37E-05
36.21721003,-86.68816437,4.27E-05
36.21721003,-86.68798471,4.47E-05
36.21721003,-86.68780505,5.05E-05
36.21721003,-86.68762538,5.50E-05
36.21721003,-86.68744572,6.07E-05
36.21721003,-86.68726606,7.62E-05
36.21721003,-86.6870864,8.41E-05
36.21721003,-86.68690673,8.35E-05
36.21721003,-86.68672707,9.37E-05
36.21721003,-86.68654741,1.04E-04
36.21721003,-86.68636774,1.18E-04
36.21721003,-86.68618808,1.18E-04
36.21721003,-86.68600842,1.36E-04
36.21735498,-86.70882563,5.91E-06
36.21735498,-86.70864596,6.65E-06
36.21735498,-86.7084663,6.31E-06
36.21735498,-86.70828664,6.06E-06
36.21735498,-86.70810697,6.71E-06
36.21735498,-86.70792731,5.60E-06
36.21735498,-86.70774765,5.93E-06
36.21735498,-86.70756798,6.16E-06
36.21735498,-86.70738832,6.16E-06
36.21735498,-86.70720866,6.00E-06
36.21735498,-86.70702899,5.99E-06
36.21735498,-86.70684933,5.41E-06
36.21735498,-86.70666967,6.28E-06
36.21735498,-86.70649001,5.32E-06
36.21735498,-86.70631034,6.28E-06
36.21735498,-86.70613068,5.45E-06
36.21735498,-86.70595102,5.80E-06
36.21735498,-86.70577135,5.23E-06
36.21735498,-86.70559169,6.65E-06
36.21735498,-86.70541203,5.84E-06
36.21735498,-86.70523236,6.77E-06
36.21735498,-86.7050527,5.78E-06
36.21735498,-86.70487304,5.55E-06
36.21735498,-86.70469338,5.12E-06
36.21735498,-86.70451371,5.59E-06
36.21735498,-86.70433405,6.20E-06
36.21735498,-86.70415439,5.67E-06
36.21735498,-86.70397472,6.34E-06
36.21735498,-86.70379506,5.75E-06
36.21735498,-86.7036154,6.07E-06
36.21735498,-86.70343573,5.53E-06
36.21735498,-86.70325607,6.08E-06
36.21735498,-86.70307641,5.56E-06
36.21735498,-86.70289674,6.07E-06
36.21735498,-86.70271708,6.22E-06
36.21735498,-86.70253742,6.92E-06
36.21735498,-86.70235776,5.70E-06
36.21735498,-86.70217809,5.45E-06
36.21735498,-86.70199843,6.01E-06
36.21735498,-86.70181877,6.21E-06
36.21735498,-86.7016391,6.31E-06
36.21735498,-86.70145944,6.07E-06
36.21735498,-86.70127978,6.79E-06
36.21735498,-86.70110011,5.67E-06
36.21735498,-86.70092045,6.05E-06
36.21735498,-86.70074079,5.40E-06
36.21735498,-86.70056112,6.34E-06
36.21735498,-86.70038146,5.59E-06
36.21735498,-86.7002018,5.89E-06
36.21735498,-86.70002214,5.74E-06
36.21735498,-86.69984247,5.72E-06
36.21735498,-86.69966281,6.67E-06
36.21735498,-86.69948315,6.15E-06
36.21735498,-86.69930348,6.39E-06
