Latitude,Longitude,DoseRate_R_hr
36.21721003,-86.68582875,1.48E-04
36.21721003,-86.68564909,1.51E-04
36.21721003,-86.68546943,1.64E-04
36.21721003,-86.68528976,1.77E-04
36.21721003,-86.6851101,1.82E-04
36.21721003,-86.68493044,1.97E-04
36.21721003,-86.68475078,2.16E-04
36.21721003,-86.68457111,2.21E-04
36.21721003,-86.68439145,2.40E-04
36.21721003,-86.68421179,2.30E-04
36.21721003,-86.68403212,2.49E-04
36.21721003,-86.68385246,2.49E-04
36.21721003,-86.6836728,2.78E-04
36.21721003,-86.68349313,2.93E-04
36.21721003,-86.68331347,3.15E-04
36.21721003,-86.68313381,3.01E-04
36.21721003,-86.68295415,3.19E-04
36.21721003,-86.68277448,3.22E-04
36.21721003,-86.68259482,3.25E-04
36.21721003,-86.68241516,3.34E-04
36.21721003,-86.68223549,3.35E-04
36.21721003,-86.68205583,3.83E-04
36.21721003,-86.68187617,3.79E-04
36.21721003,-86.6816965,3.80E-04
36.21721003,-86.68151684,3.57E-04
36.21721003,-86.68133718,3.58E-04
36.21721003,-86.68115751,4.09E-04
36.21721003,-86.68097785,3.73E-04
36.21721003,-86.68079819,3.69E-04
36.21721003,-86.68061853,4.07E-04
36.21721003,-86.68043886,4.12E-04
36.21721003,-86.6802592,3.85E-04
36.21721003,-86.68007954,4.00E-04
36.21721003,-86.67989987,4.14E-04
36.21721003,-86.67972021,3.87E-04
36.21721003,-86.67954055,4.32E-04
36.21721003,-86.67936088,4.15E-04
36.21721003,-86.67918122,3.80E-04
36.21721003,-86.67900156,4.08E-04
36.21721003,-86.67882189,4.22E-04
36.21721003,-86.67864223,3.79E-04
36.21721003,-86.67846257,3.69E-04
36.21721003,-86.67828291,4.00E-04
36.21721003,-86.67810324,3.99E-04
36.21721003,-86.67792358,4.02E-04
36.21721003,-86.67774392,3.70E-04
36.21721003,-86.67756425,3.60E-04
36.21721003,-86.67738459,3.57E-04
36.21721003,-86.67720493,3.48E-04
36.21721003,-86.67702526,3.52E-04
36.21721003,-86.6768456,3.34E-04
36.21721003,-86.67666594,3.16E-04
36.21721003,-86.67648628,3.51E-04
36.21721003,-86.67630661,3.01E-04
36.21721003,-86.67612695,3.05E-04
36.21721003,-86.67594729,2.92E-04
36.21721003,-86.67576762,2.89E-04
36.21721003,-86.67558796,3.09E-04
36.21721003,-86.6754083,2.73E-04
36.21721003,-86.67522863,2.82E-04
36.21721003,-86.67504897,2.91E-04
36.21721003,-86.67486931,2.69E-04
36.21721003,-86.67468964,2.80E-04
36.21721003,-86.67450998,2.53E-04
36.21721003,-86.67433032,2.46E-04
36.21721003,-86.67415066,2.50E-04
36.21721003,-86.67397099,2.36E-04
36.21721003,-86.67379133,2.27E-04
36.21721003,-86.67361167,2.26E-04
36.21721003,-86.673432,2.21E-04
36.21721003,-86.67325234,2.02E-04
36.21721003,-86.67307268,2.22E-04
36.21721003,-86.67289301,2.17E-04
36.21721003,-86.67271335,2.11E-04
36.21721003,-86.67253369,2.04E-04
36.21721003,-86.67235402,1.79E-04
36.21721003,-86.67217436,1.72E-04
36.21721003,-86.6719947,1.69E-04
36.21721003,-86.67181504,1.77E-04
36.21721003,-86.67163537,1.63E-04
36.21721003,-86.67145571,1.61E-04
36.21721003,-86.67127605,1.52E-04
36.21721003,-86.67109638,1.52E-04
36.21721003,-86.67091672,1.47E-04
36.21721003,-86.67073706,1.40E-04
36.21721003,-86.67055739,1.32E-04
36.21721003,-86.67037773,1.41E-04
36.21721003,-86.67019807,1.25E-04
36.21721003,-86.67001841,1.24E-04
36.21721003,-86.66983874,1.33E-04
36.21721003,-86.66965908,1.27E-04
36.21721003,-86.66947942,1.17E-04
36.21721003,-86.66929975,1.22E-04
36.21721003,-86.66912009,1.07E-04
36.21721003,-86.66894043,1.05E-04
36.21721003,-86.66876076,1.04E-04
36.21721003,-86.6685811,1.02E-04
36.21721003,-86.66840144,9.96E-05
36.21721003,-86.66822177,9.40E-05
36.21721003,-86.66804211,9.87E-05
36.21721003,-86.66786245,9.01E-05
36.21721003,-86.66768279,8.30E-05
36.21721003,-86.66750312,8.34E-05
36.21721003,-86.66732346,8.66E-05
36.21721003,-86.6671438,8.04E-05
36.21721003,-86.66696413,7.90E-05
36.21721003,-86.66678447,7.72E-05
36.21721003,-86.66660481,7.74E-05
36.21721003,-86.66642514,7.73E-05
36.21721003,-86.66624548,7.40E-05
36.21721003,-86.66606582,7.10E-05
36.21721003,-86.66588615,6.81E-05
