Latitude,Longitude,DoseRate_R_hr
36.2356164,-86.64001467,4.28E-05
36.2356164,-86.63983501,4.30E-05
36.2356164,-86.63965535,4.19E-05
36.2356164,-86.63947569,4.55E-05
36.2356164,-86.63929602,4.36E-05
36.2356164,-86.63911636,4.20E-05
36.2356164,-86.6389367,3.91E-05
36.2356164,-86.63875703,4.28E-05
36.2356164,-86.63857737,3.90E-05
36.2356164,-86.63839771,4.15E-05
36.2356164,-86.63821804,3.81E-05
36.2356164,-86.63803838,4.17E-05
36.2356164,-86.63785872,3.67E-05
36.2356164,-86.63767905,3.61E-05
36.2356164,-86.63749939,3.80E-05
36.2356164,-86.63731973,3.59E-05
36.2356164,-86.63714007,3.87E-05
36.2356164,-86.6369604,3.83E-05
36.2356164,-86.63678074,3.62E-05
36.2356164,-86.63660108,3.63E-05
36.2356164,-86.63642141,3.53E-05
36.2356164,-86.63624175,3.62E-05
36.2356164,-86.63606209,3.53E-05
36.2356164,-86.63588242,3.48E-05
36.2356164,-86.63570276,3.22E-05
36.2356164,-86.6355231,3.43E-05
36.2356164,-86.63534344,3.28E-05
36.2356164,-86.63516377,3.31E-05
36.2356164,-86.63498411,3.40E-05
36.2356164,-86.63480445,3.22E-05
36.2356164,-86.63462478,3.32E-05
36.2356164,-86.63444512,3.33E-05
36.2356164,-86.63426546,3.21E-05
36.2356164,-86.63408579,3.08E-05
36.2356164,-86.63390613,3.17E-05
36.2356164,-86.63372647,2.93E-05
36.2356164,-86.6335468,2.91E-05
36.2356164,-86.63336714,2.79E-05
36.2356164,-86.63318748,2.78E-05
36.2356164,-86.63300782,2.73E-05
36.2356164,-86.63282815,2.86E-05
36.2356164,-86.63264849,2.67E-05
36.2356164,-86.63246883,2.71E-05
36.2356164,-86.63228916,2.64E-05
36.2356164,-86.6321095,2.66E-05
36.2356164,-86.63192984,2.50E-05
36.2356164,-86.63175017,2.53E-05
36.2356164,-86.63157051,2.65E-05
36.2356164,-86.63139085,2.65E-05
36.2356164,-86.63121118,2.45E-05
36.2356164,-86.63103152,2.41E-05
36.2356164,-86.63085186,2.41E-05
36.2356164,-86.6306722,2.48E-05
36.2356164,-86.63049253,2.28E-05
36.2356164,-86.63031287,2.59E-05
36.2356164,-86.63013321,2.32E-05
36.2356164,-86.62995354,2.30E-05
36.2356164,-86.62977388,2.37E-05
36.2356164,-86.62959422,2.07E-05
36.2356164,-86.62941455,2.09E-05
36.2356164,-86.62923489,2.01E-05
36.2356164,-86.62905523,2.22E-05
36.2356164,-86.62887557,2.32E-05
36.2356164,-86.6286959,2.02E-05
36.2356164,-86.62851624,2.19E-05
36.2356164,-86.62833658,1.97E-05
36.2356164,-86.62815691,2.14E-05
36.2356164,-86.62797725,1.90E-05
36.2356164,-86.62779759,2.07E-05
36.2356164,-86.62761792,2.16E-05
36.2356164,-86.62743826,1.99E-05
36.2356164,-86.6272586,2.00E-05
36.2356164,-86.62707893,1.85E-05
36.2356164,-86.62689927,1.99E-05
36.2356164,-86.62671961,2.04E-05
36.2356164,-86.62653995,1.81E-05
36.2356164,-86.62636028,1.75E-05
36.2356164,-86.62618062,1.82E-05
36.2356164,-86.62600096,1.78E-05
36.2356164,-86.62582129,1.79E-05
36.2356164,-86.62564163,1.80E-05
36.2356164,-86.62546197,1.71E-05
36.2356164,-86.6252823,1.67E-05
36.2356164,-86.62510264,1.73E-05
36.2356164,-86.62492298,1.66E-05
36.2356164,-86.62474331,1.71E-05
36.2356164,-86.62456365,1.62E-05
36.2356164,-86.62438399,1.57E-05
36.2356164,-86.62420433,1.57E-05
36.2356164,-86.62402466,1.55E-05
36.2356164,-86.623845,1.52E-05
36.2356164,-86.62366534,1.62E-05
36.2356164,-86.62348567,1.47E-05
36.2356164,-86.62330601,1.53E-05
36.2356164,-86.62312635,1.51E-05
36.2356164,-86.62294668,1.56E-05
36.2356164,-86.62276702,1.41E-05
36.2356164,-86.62258736,1.52E-05
36.2356164,-86.6224077,1.42E-05
36.2356164,-86.62222803,1.37E-05
36.2356164,-86.62204837,1.41E-05
36.2356164,-86.62186871,1.33E-05
36.2356164,-86.62168904,1.33E-05
36.2356164,-86.62150938,1.44E-05
36.2356164,-86.62132972,1.32E-05
36.2356164,-86.62115005,1.36E-05
36.2356164,-86.62097039,1.33E-05
36.2356164,-86.62079073,1.23E-05
36.2356164,-86.62061106,1.32E-05
36.2356164,-86.6204314,1.19E-05
36.2356164,-86.62025174,1.17E-05
36.2356164,-86.62007208,1.17E-05
36.2356164,-86.61989241,1.18E-05
36.2356164,-86.61971275,1.26E-05
36.2356164,-86.61953309,1.27E-05
36.2356164,-86.61935342,1.13E-05
36.2356164,-86.61917376,1.09E-05
36.2356164,-86.6189941,1.13E-05
36.2356164,-86.61881443,1.21E-05
36.2356164,-86.61863477,1.25E-05
36.2356164,-86.61845511,1.12E-05
36.2356164,-86.61827544,1.11E-05
36.2356164,-86.61809578,1.12E-05
36.2356164,-86.61791612,1.00E-05
36.2356164,-86.61773646,1.06E-05
36.2356164,-86.61755679,1.15E-05
36.2356164,-86.61737713,1.19E-05
36.2356164,-86.61719747,1.10E-05
36.23576131,-86.64001467,4.64E-05
36.23576131,-86.63983501,4.42E-05
36.23576131,-86.63965535,4.25E-05
36.23576131,-86.63947569,4.44E-05
36.23576131,-86.63929602,4.50E-05
36.23576131,-86.63911636,4.08E-05
36.23576131,-86.6389367,4.30E-05
36.23576131,-86.63875703,4.34E-05
36.23576131,-86.63857737,4.30E-05
36.23576131,-86.63839771,4.28E-05
36.23576131,-86.63821804,4.11E-05
36.23576131,-86.63803838,3.92E-05
36.23576131,-86.63785872,3.86E-05
36.23576131,-86.63767905,3.65E-05
36.23576131,-86.63749939,3.61E-05
36.23576131,-86.63731973,3.92E-05
36.23576131,-86.63714007,3.63E-05
36.23576131,-86.6369604,3.91E-05
36.23576131,-86.63678074,3.77E-05
36.23576131,-86.63660108,3.62E-05
36.23576131,-86.63642141,3.67E-05
36.23576131,-86.63624175,3.53E-05
36.23576131,-86.63606209,3.48E-05
36.23576131,-86.63588242,3.69E-05
36.23576131,-86.63570276,3.23E-05
36.23576131,-86.6355231,3.31E-05
36.23576131,-86.63534344,3.45E-05
36.23576131,-86.63516377,3.07E-05
36.23576131,-86.63498411,3.52E-05
36.23576131,-86.63480445,3.30E-05
36.23576131,-86.63462478,3.45E-05
36.23576131,-86.63444512,3.24E-05
36.23576131,-86.63426546,3.42E-05
36.23576131,-86.63408579,3.34E-05
36.23576131,-86.63390613,3.13E-05
36.23576131,-86.63372647,2.84E-05
36.23576131,-86.6335468,3.04E-05
36.23576131,-86.63336714,2.91E-05
36.23576131,-86.63318748,3.04E-05
36.23576131,-86.63300782,3.00E-05
36.23576131,-86.63282815,2.92E-05
36.23576131,-86.63264849,2.71E-05
36.23576131,-86.63246883,3.01E-05
36.23576131,-86.63228916,2.86E-05
36.23576131,-86.6321095,2.68E-05
36.23576131,-86.63192984,2.77E-05
36.23576131,-86.63175017,2.57E-05
