Latitude,Longitude,DoseRate_R_hr
36.19865435,-86.68582875,5.59E-06
36.19865435,-86.68564909,5.87E-06
36.19865435,-86.68546943,6.24E-06
36.19865435,-86.68528976,5.87E-06
36.19865435,-86.6851101,6.26E-06
36.19865435,-86.68493044,5.17E-06
36.19865435,-86.68475078,5.65E-06
36.19865435,-86.68457111,5.85E-06
36.19865435,-86.68439145,6.32E-06
36.19865435,-86.68421179,6.31E-06
36.19865435,-86.68403212,6.32E-06
36.19865435,-86.68385246,5.98E-06
36.19865435,-86.6836728,6.55E-06
36.19865435,-86.68349313,5.74E-06
36.19865435,-86.68331347,6.48E-06
36.19865435,-86.68313381,5.86E-06
36.19865435,-86.68295415,5.66E-06
36.19865435,-86.68277448,5.87E-06
36.19865435,-86.68259482,6.06E-06
36.19865435,-86.68241516,5.80E-06
36.19865435,-86.68223549,5.13E-06
36.19865435,-86.68205583,5.78E-06
36.19865435,-86.68187617,5.56E-06
36.19865435,-86.6816965,6.57E-06
36.19865435,-86.68151684,5.32E-06
36.19865435,-86.68133718,5.67E-06
36.19865435,-86.68115751,5.31E-06
36.19865435,-86.68097785,5.62E-06
36.19865435,-86.68079819,6.59E-06
36.19865435,-86.68061853,6.32E-06
36.19865435,-86.68043886,5.64E-06
36.19865435,-86.6802592,6.02E-06
36.19865435,-86.68007954,6.03E-06
36.19865435,-86.67989987,6.14E-06
36.19865435,-86.67972021,6.06E-06
36.19865435,-86.67954055,6.31E-06
36.19865435,-86.67936088,5.70E-06
36.19865435,-86.67918122,5.12E-06
36.19865435,-86.67900156,5.48E-06
36.19865435,-86.67882189,5.69E-06
36.19865435,-86.67864223,5.55E-06
36.19865435,-86.67846257,5.41E-06
36.19865435,-86.67828291,5.91E-06
36.19865435,-86.67810324,6.07E-06
36.19865435,-86.67792358,5.88E-06
36.19865435,-86.67774392,5.98E-06
36.19865435,-86.67756425,5.69E-06
36.19865435,-86.67738459,5.67E-06
36.19865435,-86.67720493,6.02E-06
36.19865435,-86.67702526,5.82E-06
36.19865435,-86.6768456,6.07E-06
36.19865435,-86.67666594,6.26E-06
36.19865435,-86.67648628,6.45E-06
36.19865435,-86.67630661,5.68E-06
36.19865435,-86.67612695,6.73E-06
36.19865435,-86.67594729,6.11E-06
36.19865435,-86.67576762,6.18E-06
36.19865435,-86.67558796,6.70E-06
36.19865435,-86.6754083,6.58E-06
36.19865435,-86.67522863,5.95E-06
36.19865435,-86.67504897,5.43E-06
36.19865435,-86.67486931,6.17E-06
36.19865435,-86.67468964,5.83E-06
36.19865435,-86.67450998,5.89E-06
36.19865435,-86.67433032,6.78E-06
36.19865435,-86.67415066,6.63E-06
36.19865435,-86.67397099,6.36E-06
36.19865435,-86.67379133,6.04E-06
36.19865435,-86.67361167,6.32E-06
36.19865435,-86.673432,5.77E-06
36.19865435,-86.67325234,5.44E-06
36.19865435,-86.67307268,5.72E-06
36.19865435,-86.67289301,6.52E-06
36.19865435,-86.67271335,6.18E-06
36.19865435,-86.67253369,5.84E-06
36.19865435,-86.67235402,6.22E-06
36.19865435,-86.67217436,5.39E-06
36.19865435,-86.6719947,6.07E-06
36.19865435,-86.67181504,5.53E-06
36.19865435,-86.67163537,6.33E-06
36.19865435,-86.67145571,5.53E-06
36.19865435,-86.67127605,6.21E-06
36.19865435,-86.67109638,5.78E-06
36.19865435,-86.67091672,5.43E-06
36.19865435,-86.67073706,6.73E-06
36.19865435,-86.67055739,6.06E-06
36.19865435,-86.67037773,6.76E-06
36.19865435,-86.67019807,6.71E-06
36.19865435,-86.67001841,6.50E-06
36.19865435,-86.66983874,5.98E-06
36.19865435,-86.66965908,6.72E-06
36.19865435,-86.66947942,5.92E-06
36.19865435,-86.66929975,5.49E-06
36.19865435,-86.66912009,6.63E-06
36.19865435,-86.66894043,6.00E-06
36.19865435,-86.66876076,6.25E-06
36.19865435,-86.6685811,5.50E-06
36.19865435,-86.66840144,5.76E-06
36.19865435,-86.66822177,5.87E-06
36.19865435,-86.66804211,6.73E-06
36.19865435,-86.66786245,6.52E-06
36.19865435,-86.66768279,6.85E-06
36.19865435,-86.66750312,6.53E-06
36.19865435,-86.66732346,5.68E-06
36.19865435,-86.6671438,5.94E-06
36.19865435,-86.66696413,6.72E-06
36.19865435,-86.66678447,5.80E-06
36.19865435,-86.66660481,6.51E-06
36.19865435,-86.66642514,6.33E-06
36.19865435,-86.66624548,6.40E-06
