Latitude,Longitude,DoseRate_mR_hr
32.3175128,-110.9029899,3.64E-02
32.3175128,-110.9028102,3.34E-02
32.3175128,-110.9026306,3.29E-02
32.3175128,-110.9024509,2.82E-02
32.3175128,-110.9022712,2.43E-02
32.3175128,-110.9020916,2.12E-02
32.3175128,-110.9019119,2.00E-02
32.3175128,-110.9017322,1.78E-02
32.3175128,-110.9015526,1.75E-02
32.3175128,-110.9013729,1.62E-02
32.3175128,-110.9011932,1.49E-02
32.3175128,-110.9010136,1.27E-02
32.3175128,-110.9008339,1.28E-02
32.3175128,-110.9006543,1.18E-02
32.3175128,-110.9004746,9.94E-03
32.3175128,-110.9002949,9.74E-03
32.3175128,-110.9001153,8.47E-03
32.3175128,-110.8999356,9.33E-03
32.3175128,-110.8997559,8.05E-03
32.3175128,-110.8995763,7.42E-03
32.3175128,-110.8993966,6.95E-03
32.3175128,-110.899217,7.92E-03
32.3175128,-110.8990373,6.67E-03
32.3175128,-110.8988576,7.34E-03
32.3175128,-110.898678,7.47E-03
32.3175128,-110.8984983,6.26E-03
32.3175128,-110.8983186,7.20E-03
32.3175128,-110.898139,6.35E-03
32.3175128,-110.8979593,6.45E-03
32.3175128,-110.8977796,6.60E-03
32.3175128,-110.8976,5.85E-03
32.3175128,-110.8974203,6.21E-03
32.3175128,-110.8972407,7.29E-03
32.3175128,-110.897061,6.33E-03
32.3175128,-110.8968813,6.59E-03
32.3175128,-110.8967017,6.27E-03
32.3175128,-110.896522,6.38E-03
32.3175128,-110.8963423,6.29E-03
32.3175128,-110.8961627,7.08E-03
32.3175128,-110.895983,6.04E-03
32.3175128,-110.8958034,6.00E-03
32.3175128,-110.8956237,6.42E-03
32.3175128,-110.895444,6.47E-03
32.3175128,-110.8952644,6.64E-03
32.3175128,-110.8950847,7.01E-03
32.3175128,-110.894905,6.38E-03
32.3175128,-110.8947254,5.51E-03
32.3175128,-110.8945457,6.05E-03
32.3175128,-110.8943661,6.03E-03
32.3175128,-110.8941864,5.24E-03
32.3175128,-110.8940067,5.84E-03
32.3175128,-110.8938271,6.97E-03
32.3175128,-110.8936474,5.87E-03
32.3175128,-110.8934677,5.76E-03
32.3175128,-110.8932881,5.97E-03
32.3175128,-110.8931084,6.80E-03
32.3175128,-110.8929287,6.65E-03
32.3175128,-110.8927491,5.87E-03
32.3175128,-110.8925694,5.95E-03
32.3175128,-110.8923898,5.69E-03
32.3175128,-110.8922101,6.66E-03
32.3175128,-110.8920304,6.48E-03
32.3175128,-110.8918508,5.73E-03
32.3175128,-110.8916711,5.67E-03
32.3175128,-110.8914914,6.22E-03
32.3175128,-110.8913118,6.20E-03
32.3175128,-110.8911321,6.06E-03
32.3175128,-110.8909525,5.77E-03
32.3175128,-110.8907728,5.24E-03
32.3175128,-110.8905931,6.03E-03
32.3175128,-110.8904135,5.88E-03
32.3175128,-110.8902338,5.99E-03
32.3175128,-110.8900541,6.36E-03
32.3175128,-110.8898745,6.67E-03
32.3175128,-110.8896948,6.53E-03
32.3175128,-110.8895151,5.10E-03
32.31766463,-110.9029899,4.23E-02
32.31766463,-110.9028102,3.70E-02
32.31766463,-110.9026306,3.30E-02
32.31766463,-110.9024509,3.13E-02
32.31766463,-110.9022712,2.59E-02
32.31766463,-110.9020916,2.40E-02
32.31766463,-110.9019119,2.18E-02
32.31766463,-110.9017322,1.93E-02
32.31766463,-110.9015526,1.93E-02
32.31766463,-110.9013729,1.74E-02
32.31766463,-110.9011932,1.39E-02
32.31766463,-110.9010136,1.37E-02
32.31766463,-110.9008339,1.30E-02
32.31766463,-110.9006543,1.21E-02
32.31766463,-110.9004746,1.14E-02
32.31766463,-110.9002949,9.30E-03
32.31766463,-110.9001153,8.50E-03
32.31766463,-110.8999356,9.51E-03
32.31766463,-110.8997559,8.66E-03
32.31766463,-110.8995763,8.34E-03
32.31766463,-110.8993966,8.54E-03
32.31766463,-110.899217,7.61E-03
32.31766463,-110.8990373,7.17E-03
32.31766463,-110.8988576,7.48E-03
32.31766463,-110.898678,6.59E-03
32.31766463,-110.8984983,7.46E-03
32.31766463,-110.8983186,7.02E-03
32.31766463,-110.898139,6.47E-03
32.31766463,-110.8979593,6.29E-03
32.31766463,-110.8977796,5.99E-03
32.31766463,-110.8976,6.80E-03
