Latitude,Longitude,DoseRate_mR_hr
32.3175128,-110.9574278,6.06E-03
32.3175128,-110.9572481,6.87E-03
32.3175128,-110.9570685,6.33E-03
32.3175128,-110.9568888,6.11E-03
32.3175128,-110.9567091,5.90E-03
32.3175128,-110.9565295,6.83E-03
32.3175128,-110.9563498,6.07E-03
32.3175128,-110.9561701,5.29E-03
32.3175128,-110.9559905,6.29E-03
32.3175128,-110.9558108,5.57E-03
32.3175128,-110.9556312,5.52E-03
32.3175128,-110.9554515,5.22E-03
32.3175128,-110.9552718,5.88E-03
32.3175128,-110.9550922,6.12E-03
32.3175128,-110.9549125,5.60E-03
32.3175128,-110.9547328,5.69E-03
32.3175128,-110.9545532,6.31E-03
32.3175128,-110.9543735,5.66E-03
32.3175128,-110.9541938,5.78E-03
32.3175128,-110.9540142,5.73E-03
32.3175128,-110.9538345,6.05E-03
32.3175128,-110.9536549,6.07E-03
32.3175128,-110.9534752,5.91E-03
32.3175128,-110.9532955,6.30E-03
32.3175128,-110.9531159,6.67E-03
32.3175128,-110.9529362,6.07E-03
32.3175128,-110.9527565,5.39E-03
32.3175128,-110.9525769,6.98E-03
32.3175128,-110.9523972,5.96E-03
32.3175128,-110.9522176,6.32E-03
32.3175128,-110.9520379,6.20E-03
32.3175128,-110.9518582,6.24E-03
32.3175128,-110.9516786,6.79E-03
32.3175128,-110.9514989,5.87E-03
32.3175128,-110.9513192,5.83E-03
32.3175128,-110.9511396,6.38E-03
32.3175128,-110.9509599,5.20E-03
32.3175128,-110.9507803,5.35E-03
32.3175128,-110.9506006,5.26E-03
32.3175128,-110.9504209,6.39E-03
32.3175128,-110.9502413,5.86E-03
32.3175128,-110.9500616,5.75E-03
32.3175128,-110.9498819,5.70E-03
32.3175128,-110.9497023,5.49E-03
32.3175128,-110.9495226,6.27E-03
32.3175128,-110.9493429,6.11E-03
32.3175128,-110.9491633,5.83E-03
32.3175128,-110.9489836,5.89E-03
32.3175128,-110.948804,6.18E-03
32.3175128,-110.9486243,5.54E-03
32.3175128,-110.9484446,5.26E-03
32.3175128,-110.948265,6.22E-03
32.3175128,-110.9480853,5.64E-03
32.3175128,-110.9479056,6.40E-03
32.3175128,-110.947726,5.62E-03
32.3175128,-110.9475463,5.72E-03
32.3175128,-110.9473667,5.63E-03
32.3175128,-110.947187,5.63E-03
32.3175128,-110.9470073,6.35E-03
32.3175128,-110.9468277,5.40E-03
32.3175128,-110.946648,5.99E-03
32.3175128,-110.9464683,6.40E-03
32.3175128,-110.9462887,5.39E-03
32.3175128,-110.946109,5.30E-03
32.3175128,-110.9459293,5.91E-03
32.3175128,-110.9457497,5.73E-03
32.3175128,-110.94557,5.76E-03
