Latitude,Longitude,DoseRate_mR_hr
32.28987499,-110.9302987,5.32E-03
32.28987499,-110.930119,5.73E-03
32.28987499,-110.9299393,5.63E-03
32.28987499,-110.9297597,6.33E-03
32.28987499,-110.92958,5.46E-03
32.28987499,-110.9294003,6.32E-03
32.28987499,-110.9292207,5.75E-03
32.28987499,-110.929041,6.42E-03
32.28987499,-110.9288614,6.09E-03
32.28987499,-110.9286817,5.47E-03
32.28987499,-110.928502,6.51E-03
32.28987499,-110.9283224,5.16E-03
32.28987499,-110.9281427,6.69E-03
32.28987499,-110.927963,5.82E-03
32.28987499,-110.9277834,6.72E-03
32.28987499,-110.9276037,5.63E-03
32.28987499,-110.9274241,6.00E-03
32.28987499,-110.9272444,6.51E-03
32.28987499,-110.9270647,6.10E-03
32.28987499,-110.9268851,5.29E-03
32.28987499,-110.9267054,6.09E-03
32.28987499,-110.9265257,5.39E-03
32.28987499,-110.9263461,5.76E-03
32.28987499,-110.9261664,6.62E-03
32.28987499,-110.9259867,5.20E-03
32.28987499,-110.9258071,5.72E-03
32.28987499,-110.9256274,5.74E-03
32.28987499,-110.9254478,5.85E-03
32.28987499,-110.9252681,5.87E-03
32.28987499,-110.9250884,5.33E-03
32.28987499,-110.9249088,5.53E-03
32.28987499,-110.9247291,6.26E-03
32.28987499,-110.9245494,6.22E-03
32.28987499,-110.9243698,6.29E-03
32.28987499,-110.9241901,5.33E-03
32.28987499,-110.9240105,6.78E-03
32.28987499,-110.9238308,5.23E-03
32.28987499,-110.9236511,6.18E-03
32.28987499,-110.9234715,6.53E-03
32.28987499,-110.9232918,6.17E-03
32.28987499,-110.9231121,6.03E-03
32.28987499,-110.9229325,6.55E-03
32.28987499,-110.9227528,6.26E-03
32.28987499,-110.9225732,6.88E-03
32.28987499,-110.9223935,6.14E-03
32.28987499,-110.9222138,6.17E-03
32.28987499,-110.9220342,6.54E-03
32.28987499,-110.9218545,6.58E-03
32.28987499,-110.9216748,5.55E-03
32.28987499,-110.9214952,5.70E-03
32.28987499,-110.9213155,5.90E-03
32.28987499,-110.9211358,6.67E-03
32.28987499,-110.9209562,6.45E-03
32.28987499,-110.9207765,5.41E-03
32.28987499,-110.9205969,6.15E-03
32.28987499,-110.9204172,5.66E-03
32.28987499,-110.9202375,6.59E-03
32.28987499,-110.9200579,5.43E-03
32.28987499,-110.9198782,6.13E-03
32.28987499,-110.9196985,6.03E-03
32.28987499,-110.9195189,6.48E-03
32.28987499,-110.9193392,5.93E-03
32.28987499,-110.9191596,5.69E-03
32.28987499,-110.9189799,6.18E-03
32.28987499,-110.9188002,5.42E-03
32.28987499,-110.9186206,5.07E-03
32.28987499,-110.9184409,6.03E-03
32.28987499,-110.9182612,5.80E-03
32.28987499,-110.9180816,5.90E-03
32.28987499,-110.9179019,5.49E-03
32.28987499,-110.9177222,5.71E-03
32.28987499,-110.9175426,6.12E-03
32.28987499,-110.9173629,6.59E-03
32.28987499,-110.9171833,7.04E-03
32.28987499,-110.9170036,5.33E-03
32.28987499,-110.9168239,7.00E-03
32.28987499,-110.9166443,5.49E-03
32.28987499,-110.9164646,5.90E-03
32.28987499,-110.9162849,5.96E-03
32.28987499,-110.9161053,6.48E-03
32.28987499,-110.9159256,6.25E-03
32.28987499,-110.915746,6.35E-03
32.28987499,-110.9155663,6.17E-03
32.28987499,-110.9153866,6.17E-03
32.28987499,-110.915207,5.82E-03
32.28987499,-110.9150273,6.04E-03
32.28987499,-110.9148476,6.23E-03
32.28987499,-110.914668,6.72E-03
32.28987499,-110.9144883,5.66E-03
32.28987499,-110.9143087,5.79E-03
32.28987499,-110.914129,6.21E-03
32.28987499,-110.9139493,5.60E-03
32.28987499,-110.9137697,5.85E-03
32.28987499,-110.91359,5.96E-03
32.28987499,-110.9134103,5.98E-03
32.28987499,-110.9132307,5.71E-03
32.28987499,-110.913051,6.93E-03
32.28987499,-110.9128713,5.66E-03
32.28987499,-110.9126917,5.55E-03
32.28987499,-110.912512,6.12E-03
32.28987499,-110.9123324,6.13E-03
32.28987499,-110.9121527,5.15E-03
32.28987499,-110.911973,5.94E-03
32.28987499,-110.9117934,5.47E-03
32.28987499,-110.9116137,5.92E-03
32.28987499,-110.911434,5.73E-03
32.28987499,-110.9112544,6.23E-03
32.28987499,-110.9110747,6.34E-03
32.28987499,-110.9108951,6.35E-03
32.28987499,-110.9107154,6.89E-03
32.28987499,-110.9105357,6.59E-03
32.28987499,-110.9103561,6.73E-03
32.28987499,-110.9101764,5.54E-03
32.28987499,-110.9099967,5.17E-03
32.28987499,-110.9098171,5.13E-03
32.28987499,-110.9096374,6.79E-03
32.28987499,-110.9094577,6.12E-03
32.28987499,-110.9092781,5.48E-03
32.28987499,-110.9090984,5.37E-03
32.28987499,-110.9089188,5.24E-03
32.28987499,-110.9087391,5.49E-03
32.28987499,-110.9085594,6.02E-03
32.28987499,-110.9083798,6.57E-03
32.28987499,-110.9082001,6.41E-03
32.28987499,-110.9080204,6.01E-03
32.28987499,-110.9078408,6.61E-03
32.28987499,-110.9076611,6.11E-03
32.28987499,-110.9074815,5.94E-03
32.28987499,-110.9073018,5.43E-03
32.28987499,-110.9071221,5.88E-03
32.28987499,-110.9069425,5.73E-03
32.28987499,-110.9067628,5.38E-03
32.28987499,-110.9065831,6.15E-03
32.28987499,-110.9064035,5.90E-03
32.28987499,-110.9062238,5.64E-03
32.28987499,-110.9060442,5.86E-03
32.28987499,-110.9058645,6.82E-03
