Latitude,Longitude,DoseRate_mR_hr
32.3175128,-110.9166443,5.53E-03
32.3175128,-110.9164646,6.78E-03
32.3175128,-110.9162849,5.72E-03
32.3175128,-110.9161053,5.82E-03
32.3175128,-110.9159256,6.15E-03
32.3175128,-110.915746,6.29E-03
32.3175128,-110.9155663,6.83E-03
32.3175128,-110.9153866,7.53E-03
32.3175128,-110.915207,6.53E-03
32.3175128,-110.9150273,8.14E-03
32.3175128,-110.9148476,8.07E-03
32.3175128,-110.914668,9.78E-03
32.3175128,-110.9144883,1.10E-02
32.3175128,-110.9143087,1.16E-02
32.3175128,-110.914129,1.35E-02
32.3175128,-110.9139493,1.94E-02
32.3175128,-110.9137697,2.49E-02
32.3175128,-110.91359,4.22E-02
32.3175128,-110.9134103,5.94E-02
32.3175128,-110.9132307,8.37E-02
32.3175128,-110.913051,1.30E-01
32.3175128,-110.9128713,2.06E-01
32.3175128,-110.9126917,2.68E-01
32.3175128,-110.912512,3.77E-01
32.3175128,-110.9123324,4.50E-01
32.3175128,-110.9121527,5.97E-01
32.3175128,-110.911973,7.10E-01
32.3175128,-110.9117934,7.93E-01
32.3175128,-110.9116137,9.81E-01
32.3175128,-110.911434,1.03E+00
32.3175128,-110.9112544,1.23E+00
32.3175128,-110.9110747,1.27E+00
32.3175128,-110.9108951,1.56E+00
32.3175128,-110.9107154,1.66E+00
32.3175128,-110.9105357,1.57E+00
32.3175128,-110.9103561,1.71E+00
32.3175128,-110.9101764,1.77E+00
32.3175128,-110.9099967,1.84E+00
32.3175128,-110.9098171,1.77E+00
32.3175128,-110.9096374,1.80E+00
32.3175128,-110.9094577,1.78E+00
32.3175128,-110.9092781,1.82E+00
32.3175128,-110.9090984,1.73E+00
32.3175128,-110.9089188,1.51E+00
32.3175128,-110.9087391,1.45E+00
32.3175128,-110.9085594,1.36E+00
32.3175128,-110.9083798,1.26E+00
32.3175128,-110.9082001,1.17E+00
32.3175128,-110.9080204,1.15E+00
32.3175128,-110.9078408,1.05E+00
32.3175128,-110.9076611,9.09E-01
32.3175128,-110.9074815,8.78E-01
32.3175128,-110.9073018,7.43E-01
32.3175128,-110.9071221,7.12E-01
32.3175128,-110.9069425,6.04E-01
32.3175128,-110.9067628,5.17E-01
32.3175128,-110.9065831,4.86E-01
32.3175128,-110.9064035,4.31E-01
32.3175128,-110.9062238,3.76E-01
32.3175128,-110.9060442,3.68E-01
32.3175128,-110.9058645,3.23E-01
32.3175128,-110.9056848,2.54E-01
32.3175128,-110.9055052,2.37E-01
32.3175128,-110.9053255,2.27E-01
32.3175128,-110.9051458,1.91E-01
32.3175128,-110.9049662,1.49E-01
32.3175128,-110.9047865,1.44E-01
32.3175128,-110.9046068,1.19E-01
