Latitude,Longitude,DoseRate_mR_hr
32.34043668,-110.8758608,5.25E-02
32.34043668,-110.8756811,4.70E-02
32.34043668,-110.8755014,4.50E-02
32.34043668,-110.8753218,4.33E-02
32.34043668,-110.8751421,4.23E-02
32.34043668,-110.8749624,4.16E-02
32.34043668,-110.8747828,3.66E-02
32.34043668,-110.8746031,3.89E-02
32.34043668,-110.8744235,3.51E-02
32.34043668,-110.8742438,3.44E-02
32.34043668,-110.8740641,3.50E-02
32.34043668,-110.8738845,3.18E-02
32.34043668,-110.8737048,3.11E-02
32.34043668,-110.8735251,3.18E-02
32.34043668,-110.8733455,3.27E-02
32.34043668,-110.8731658,2.95E-02
32.34043668,-110.8729861,2.78E-02
32.34043668,-110.8728065,2.74E-02
32.34043668,-110.8726268,2.66E-02
32.34043668,-110.8724472,2.61E-02
32.34043668,-110.8722675,2.34E-02
32.34043668,-110.8720878,2.20E-02
32.34043668,-110.8719082,2.29E-02
32.34043668,-110.8717285,2.19E-02
32.34043668,-110.8715488,1.94E-02
32.34043668,-110.8713692,1.87E-02
32.34043668,-110.8711895,1.94E-02
32.34043668,-110.8710099,1.79E-02
32.34043668,-110.8708302,1.81E-02
32.34043668,-110.8706505,1.89E-02
32.34043668,-110.8704709,1.60E-02
32.34043668,-110.8702912,1.58E-02
32.34043668,-110.8701115,1.67E-02
32.34043668,-110.8699319,1.62E-02
32.34043668,-110.8697522,1.49E-02
32.34043668,-110.8695725,1.65E-02
32.34043668,-110.8693929,1.52E-02
32.34043668,-110.8692132,1.33E-02
32.34043668,-110.8690336,1.40E-02
32.34043668,-110.8688539,1.39E-02
32.34043668,-110.8686742,1.31E-02
32.34043668,-110.8684946,1.27E-02
32.34043668,-110.8683149,1.33E-02
32.34043668,-110.8681352,1.14E-02
32.34043668,-110.8679556,1.02E-02
32.34043668,-110.8677759,1.17E-02
32.34043668,-110.8675963,1.04E-02
32.34043668,-110.8674166,1.15E-02
32.34043668,-110.8672369,1.03E-02
32.34043668,-110.8670573,1.04E-02
32.34043668,-110.8668776,1.04E-02
32.34043668,-110.8666979,1.08E-02
32.34043668,-110.8665183,9.77E-03
32.34043668,-110.8663386,1.04E-02
32.34043668,-110.866159,9.34E-03
32.34043668,-110.8659793,9.26E-03
32.34043668,-110.8657996,1.04E-02
32.34043668,-110.86562,9.53E-03
32.34043668,-110.8654403,8.95E-03
32.34043668,-110.8652606,8.71E-03
32.34043668,-110.865081,9.43E-03
32.34043668,-110.8649013,8.92E-03
32.34043668,-110.8647216,8.60E-03
32.34043668,-110.864542,8.07E-03
32.34043668,-110.8643623,7.63E-03
32.34043668,-110.8641827,8.13E-03
32.34043668,-110.864003,7.82E-03
32.34043668,-110.8638233,7.84E-03
32.34043668,-110.8636437,6.98E-03
32.34043668,-110.863464,7.96E-03
32.34043668,-110.8632843,8.37E-03
32.34043668,-110.8631047,6.68E-03
32.34043668,-110.862925,8.05E-03
32.34043668,-110.8627454,7.35E-03
32.34043668,-110.8625657,7.14E-03
32.34043668,-110.862386,7.75E-03
32.34043668,-110.8622064,6.64E-03
32.34043668,-110.8620267,6.96E-03
32.34043668,-110.861847,7.63E-03
32.34043668,-110.8616674,6.27E-03
32.34043668,-110.8614877,6.64E-03
32.34043668,-110.861308,7.11E-03
32.34043668,-110.8611284,6.65E-03
32.34043668,-110.8609487,6.78E-03
32.34043668,-110.8607691,6.02E-03
32.34043668,-110.8605894,6.93E-03
32.34043668,-110.8604097,6.22E-03
32.34043668,-110.8602301,6.18E-03
32.34043668,-110.8600504,7.00E-03
32.34043668,-110.8598707,5.87E-03
32.34043668,-110.8596911,6.45E-03
32.34043668,-110.8595114,7.10E-03
32.34043668,-110.8593318,6.62E-03
32.34043668,-110.8591521,6.72E-03
32.34043668,-110.8589724,6.04E-03
32.34043668,-110.8587928,6.43E-03
32.34043668,-110.8586131,6.08E-03
32.34043668,-110.8584334,6.26E-03
32.34043668,-110.8582538,5.86E-03
32.34043668,-110.8580741,7.01E-03
32.34043668,-110.8578945,6.62E-03
32.34043668,-110.8577148,6.12E-03
32.34043668,-110.8575351,6.03E-03
32.34043668,-110.8573555,6.20E-03
32.34043668,-110.8571758,5.86E-03
32.34043668,-110.8569961,6.35E-03
32.34043668,-110.8568165,5.85E-03
32.34043668,-110.8566368,6.83E-03
32.34043668,-110.8564571,6.49E-03
32.34043668,-110.8562775,5.58E-03
32.34043668,-110.8560978,5.42E-03
32.34043668,-110.8559182,6.23E-03
32.34043668,-110.8557385,6.37E-03
32.34043668,-110.8555588,5.97E-03
32.34043668,-110.8553792,6.78E-03
32.34043668,-110.8551995,6.19E-03
32.34043668,-110.8550198,6.67E-03
32.34043668,-110.8548402,6.93E-03
32.34043668,-110.8546605,5.16E-03
32.34043668,-110.8544809,6.08E-03
32.34043668,-110.8543012,6.07E-03
32.34043668,-110.8541215,5.83E-03
32.34043668,-110.8539419,5.66E-03
32.34043668,-110.8537622,5.63E-03
32.34043668,-110.8535825,5.37E-03
32.34043668,-110.8534029,5.85E-03
32.34043668,-110.8532232,5.85E-03
32.34043668,-110.8530435,6.32E-03
32.34043668,-110.8528639,5.97E-03
32.34043668,-110.8526842,6.83E-03
32.34043668,-110.8525046,5.72E-03
32.34043668,-110.8523249,5.94E-03
32.34043668,-110.8521452,6.09E-03
32.34043668,-110.8519656,7.04E-03
32.34043668,-110.8517859,6.13E-03
32.34043668,-110.8516062,6.27E-03
32.34043668,-110.8514266,6.05E-03
32.34043668,-110.8512469,6.27E-03
32.34043668,-110.8510673,5.68E-03
32.34043668,-110.8508876,6.65E-03
32.34043668,-110.8507079,6.08E-03
32.34043668,-110.8505283,6.57E-03
32.34043668,-110.8503486,6.07E-03
32.34043668,-110.8501689,6.71E-03
32.34043668,-110.8499893,6.09E-03
32.34043668,-110.8498096,6.17E-03
32.34043668,-110.84963,5.67E-03
32.34043668,-110.8494503,5.91E-03
32.34043668,-110.8492706,5.71E-03
32.34043668,-110.849091,5.96E-03
32.34043668,-110.8489113,5.74E-03
32.34043668,-110.8487316,5.28E-03
32.34058847,-110.8758608,4.87E-02
32.34058847,-110.8756811,5.35E-02
32.34058847,-110.8755014,4.66E-02
32.34058847,-110.8753218,4.49E-02
32.34058847,-110.8751421,4.61E-02
32.34058847,-110.8749624,4.14E-02
32.34058847,-110.8747828,3.91E-02
32.34058847,-110.8746031,3.74E-02
32.34058847,-110.8744235,3.75E-02
32.34058847,-110.8742438,3.92E-02
32.34058847,-110.8740641,3.48E-02
32.34058847,-110.8738845,3.46E-02
32.34058847,-110.8737048,3.55E-02
32.34058847,-110.8735251,3.08E-02
32.34058847,-110.8733455,3.12E-02
32.34058847,-110.8731658,2.78E-02
32.34058847,-110.8729861,3.03E-02
32.34058847,-110.8728065,2.77E-02
32.34058847,-110.8726268,2.66E-02
32.34058847,-110.8724472,2.60E-02
32.34058847,-110.8722675,2.54E-02
32.34058847,-110.8720878,2.40E-02
32.34058847,-110.8719082,2.12E-02
32.34058847,-110.8717285,2.10E-02
32.34058847,-110.8715488,2.00E-02
32.34058847,-110.8713692,1.88E-02
32.34058847,-110.8711895,2.01E-02
32.34058847,-110.8710099,1.87E-02
32.34058847,-110.8708302,1.93E-02
32.34058847,-110.8706505,1.98E-02
32.34058847,-110.8704709,1.74E-02
32.34058847,-110.8702912,1.80E-02
32.34058847,-110.8701115,1.62E-02
32.34058847,-110.8699319,1.53E-02
32.34058847,-110.8697522,1.67E-02
32.34058847,-110.8695725,1.41E-02
32.34058847,-110.8693929,1.59E-02
32.34058847,-110.8692132,1.52E-02
32.34058847,-110.8690336,1.56E-02
32.34058847,-110.8688539,1.40E-02
32.34058847,-110.8686742,1.33E-02
32.34058847,-110.8684946,1.35E-02
32.34058847,-110.8683149,1.33E-02
32.34058847,-110.8681352,1.27E-02
32.34058847,-110.8679556,1.22E-02
32.34058847,-110.8677759,1.14E-02
32.34058847,-110.8675963,1.15E-02
32.34058847,-110.8674166,1.09E-02
32.34058847,-110.8672369,1.09E-02
32.34058847,-110.8670573,9.95E-03
32.34058847,-110.8668776,1.02E-02
32.34058847,-110.8666979,1.07E-02
32.34058847,-110.8665183,1.14E-02
32.34058847,-110.8663386,9.48E-03
32.34058847,-110.866159,9.55E-03
32.34058847,-110.8659793,9.90E-03
32.34058847,-110.8657996,8.71E-03
32.34058847,-110.86562,9.59E-03
32.34058847,-110.8654403,9.38E-03
32.34058847,-110.8652606,9.98E-03
32.34058847,-110.865081,8.60E-03
32.34058847,-110.8649013,8.39E-03
32.34058847,-110.8647216,8.10E-03
32.34058847,-110.864542,8.33E-03
32.34058847,-110.8643623,8.16E-03
32.34058847,-110.8641827,8.46E-03
32.34058847,-110.864003,7.21E-03
32.34058847,-110.8638233,7.19E-03
32.34058847,-110.8636437,6.83E-03
32.34058847,-110.863464,7.19E-03
32.34058847,-110.8632843,7.18E-03
32.34058847,-110.8631047,7.63E-03
32.34058847,-110.862925,7.41E-03
32.34058847,-110.8627454,8.02E-03
32.34058847,-110.8625657,7.52E-03
32.34058847,-110.862386,8.16E-03
32.34058847,-110.8622064,7.68E-03
32.34058847,-110.8620267,6.76E-03
32.34058847,-110.861847,7.22E-03
32.34058847,-110.8616674,7.38E-03
32.34058847,-110.8614877,6.47E-03
32.34058847,-110.861308,6.69E-03
32.34058847,-110.8611284,6.59E-03
32.34058847,-110.8609487,6.20E-03
32.34058847,-110.8607691,6.39E-03
32.34058847,-110.8605894,5.93E-03
32.34058847,-110.8604097,6.80E-03
32.34058847,-110.8602301,6.01E-03
32.34058847,-110.8600504,5.94E-03
32.34058847,-110.8598707,6.56E-03
32.34058847,-110.8596911,6.46E-03
32.34058847,-110.8595114,6.40E-03
32.34058847,-110.8593318,5.58E-03
32.34058847,-110.8591521,6.26E-03
32.34058847,-110.8589724,6.10E-03
32.34058847,-110.8587928,6.32E-03
32.34058847,-110.8586131,7.12E-03
32.34058847,-110.8584334,6.53E-03
32.34058847,-110.8582538,6.35E-03
32.34058847,-110.8580741,6.03E-03
32.34058847,-110.8578945,6.26E-03
32.34058847,-110.8577148,6.37E-03
32.34058847,-110.8575351,5.29E-03
32.34058847,-110.8573555,5.79E-03
32.34058847,-110.8571758,5.77E-03
32.34058847,-110.8569961,6.89E-03
32.34058847,-110.8568165,6.63E-03
32.34058847,-110.8566368,6.58E-03
32.34058847,-110.8564571,6.57E-03
32.34058847,-110.8562775,5.95E-03
32.34058847,-110.8560978,6.22E-03
32.34058847,-110.8559182,6.16E-03
32.34058847,-110.8557385,6.59E-03
32.34058847,-110.8555588,5.54E-03
32.34058847,-110.8553792,6.25E-03
32.34058847,-110.8551995,5.90E-03
32.34058847,-110.8550198,6.62E-03
32.34058847,-110.8548402,5.93E-03
32.34058847,-110.8546605,5.45E-03
32.34058847,-110.8544809,6.28E-03
32.34058847,-110.8543012,5.63E-03
32.34058847,-110.8541215,6.04E-03
32.34058847,-110.8539419,6.46E-03
32.34058847,-110.8537622,6.10E-03
32.34058847,-110.8535825,6.57E-03
32.34058847,-110.8534029,5.38E-03
32.34058847,-110.8532232,6.24E-03
32.34058847,-110.8530435,5.45E-03
32.34058847,-110.8528639,5.91E-03
32.34058847,-110.8526842,5.93E-03
32.34058847,-110.8525046,5.83E-03
32.34058847,-110.8523249,6.11E-03
32.34058847,-110.8521452,5.31E-03
32.34058847,-110.8519656,6.49E-03
32.34058847,-110.8517859,6.10E-03
32.34058847,-110.8516062,6.17E-03
32.34058847,-110.8514266,5.35E-03
32.34058847,-110.8512469,6.08E-03
32.34058847,-110.8510673,5.53E-03
32.34058847,-110.8508876,5.68E-03
32.34058847,-110.8507079,6.02E-03
32.34058847,-110.8505283,6.33E-03
32.34058847,-110.8503486,6.17E-03
32.34058847,-110.8501689,5.36E-03
32.34058847,-110.8499893,5.12E-03
32.34058847,-110.8498096,5.93E-03
32.34058847,-110.84963,6.50E-03
32.34058847,-110.8494503,6.65E-03
32.34058847,-110.8492706,6.54E-03
32.34058847,-110.849091,6.39E-03
32.34058847,-110.8489113,5.79E-03
32.34058847,-110.8487316,6.68E-03
32.34074027,-110.8758608,4.99E-02
32.34074027,-110.8756811,4.78E-02
32.34074027,-110.8755014,4.97E-02
32.34074027,-110.8753218,4.77E-02
32.34074027,-110.8751421,4.59E-02
32.34074027,-110.8749624,4.01E-02
32.34074027,-110.8747828,3.85E-02
32.34074027,-110.8746031,3.85E-02
32.34074027,-110.8744235,3.72E-02
32.34074027,-110.8742438,3.99E-02
32.34074027,-110.8740641,3.70E-02
32.34074027,-110.8738845,3.76E-02
32.34074027,-110.8737048,3.55E-02
32.34074027,-110.8735251,3.15E-02
32.34074027,-110.8733455,3.13E-02
32.34074027,-110.8731658,3.07E-02
32.34074027,-110.8729861,2.78E-02
32.34074027,-110.8728065,2.98E-02
32.34074027,-110.8726268,2.93E-02
32.34074027,-110.8724472,2.71E-02
32.34074027,-110.8722675,2.76E-02
32.34074027,-110.8720878,2.39E-02
32.34074027,-110.8719082,2.23E-02
32.34074027,-110.8717285,2.13E-02
32.34074027,-110.8715488,2.20E-02
32.34074027,-110.8713692,2.17E-02
32.34074027,-110.8711895,2.03E-02
32.34074027,-110.8710099,1.89E-02
32.34074027,-110.8708302,1.87E-02
32.34074027,-110.8706505,1.77E-02
32.34074027,-110.8704709,1.89E-02
32.34074027,-110.8702912,1.88E-02
32.34074027,-110.8701115,1.74E-02
32.34074027,-110.8699319,1.59E-02
32.34074027,-110.8697522,1.77E-02
32.34074027,-110.8695725,1.73E-02
32.34074027,-110.8693929,1.54E-02
32.34074027,-110.8692132,1.43E-02
32.34074027,-110.8690336,1.52E-02
32.34074027,-110.8688539,1.41E-02
32.34074027,-110.8686742,1.43E-02
32.34074027,-110.8684946,1.31E-02
32.34074027,-110.8683149,1.43E-02
32.34074027,-110.8681352,1.28E-02
32.34074027,-110.8679556,1.17E-02
32.34074027,-110.8677759,1.17E-02
32.34074027,-110.8675963,1.02E-02
32.34074027,-110.8674166,1.16E-02
32.34074027,-110.8672369,1.12E-02
32.34074027,-110.8670573,1.05E-02
32.34074027,-110.8668776,1.04E-02
32.34074027,-110.8666979,1.07E-02
32.34074027,-110.8665183,1.00E-02
32.34074027,-110.8663386,9.81E-03
32.34074027,-110.866159,9.81E-03
32.34074027,-110.8659793,8.78E-03
32.34074027,-110.8657996,1.07E-02
32.34074027,-110.86562,9.96E-03
32.34074027,-110.8654403,9.16E-03
32.34074027,-110.8652606,9.01E-03
32.34074027,-110.865081,9.10E-03
32.34074027,-110.8649013,9.35E-03
32.34074027,-110.8647216,8.51E-03
32.34074027,-110.864542,8.19E-03
32.34074027,-110.8643623,8.72E-03
32.34074027,-110.8641827,8.34E-03
32.34074027,-110.864003,7.45E-03
32.34074027,-110.8638233,7.05E-03
32.34074027,-110.8636437,7.42E-03
32.34074027,-110.863464,8.28E-03
32.34074027,-110.8632843,7.87E-03
32.34074027,-110.8631047,7.98E-03
32.34074027,-110.862925,6.91E-03
32.34074027,-110.8627454,6.77E-03
32.34074027,-110.8625657,7.09E-03
32.34074027,-110.862386,7.25E-03
32.34074027,-110.8622064,7.03E-03
32.34074027,-110.8620267,7.27E-03
32.34074027,-110.861847,6.48E-03
32.34074027,-110.8616674,6.90E-03
32.34074027,-110.8614877,7.66E-03
32.34074027,-110.861308,6.96E-03
32.34074027,-110.8611284,7.28E-03
32.34074027,-110.8609487,5.97E-03
32.34074027,-110.8607691,7.21E-03
32.34074027,-110.8605894,6.61E-03
32.34074027,-110.8604097,6.50E-03
32.34074027,-110.8602301,6.03E-03
32.34074027,-110.8600504,6.88E-03
32.34074027,-110.8598707,6.06E-03
32.34074027,-110.8596911,5.81E-03
32.34074027,-110.8595114,7.21E-03
32.34074027,-110.8593318,5.97E-03
32.34074027,-110.8591521,6.94E-03
32.34074027,-110.8589724,6.87E-03
32.34074027,-110.8587928,6.49E-03
32.34074027,-110.8586131,6.43E-03
32.34074027,-110.8584334,5.61E-03
32.34074027,-110.8582538,6.26E-03
32.34074027,-110.8580741,6.04E-03
32.34074027,-110.8578945,7.17E-03
32.34074027,-110.8577148,6.57E-03
32.34074027,-110.8575351,6.71E-03
32.34074027,-110.8573555,6.08E-03
32.34074027,-110.8571758,6.76E-03
32.34074027,-110.8569961,6.03E-03
32.34074027,-110.8568165,5.79E-03
32.34074027,-110.8566368,6.64E-03
32.34074027,-110.8564571,6.50E-03
32.34074027,-110.8562775,6.46E-03
32.34074027,-110.8560978,6.34E-03
32.34074027,-110.8559182,6.59E-03
32.34074027,-110.8557385,6.00E-03
32.34074027,-110.8555588,5.74E-03
32.34074027,-110.8553792,6.24E-03
32.34074027,-110.8551995,5.58E-03
32.34074027,-110.8550198,5.93E-03
32.34074027,-110.8548402,6.22E-03
32.34074027,-110.8546605,6.43E-03
32.34074027,-110.8544809,6.50E-03
32.34074027,-110.8543012,5.71E-03
32.34074027,-110.8541215,5.80E-03
32.34074027,-110.8539419,5.81E-03
32.34074027,-110.8537622,6.47E-03
32.34074027,-110.8535825,6.55E-03
32.34074027,-110.8534029,6.69E-03
32.34074027,-110.8532232,6.29E-03
32.34074027,-110.8530435,5.46E-03
32.34074027,-110.8528639,5.69E-03
32.34074027,-110.8526842,6.37E-03
32.34074027,-110.8525046,6.58E-03
32.34074027,-110.8523249,6.54E-03
32.34074027,-110.8521452,6.11E-03
32.34074027,-110.8519656,5.56E-03
32.34074027,-110.8517859,5.82E-03
32.34074027,-110.8516062,5.29E-03
32.34074027,-110.8514266,6.10E-03
32.34074027,-110.8512469,5.88E-03
32.34074027,-110.8510673,5.67E-03
32.34074027,-110.8508876,5.84E-03
32.34074027,-110.8507079,6.61E-03
32.34074027,-110.8505283,5.24E-03
32.34074027,-110.8503486,5.39E-03
32.34074027,-110.8501689,6.00E-03
32.34074027,-110.8499893,5.92E-03
32.34074027,-110.8498096,6.09E-03
32.34074027,-110.84963,5.61E-03
32.34074027,-110.8494503,5.73E-03
32.34074027,-110.8492706,5.81E-03
32.34074027,-110.849091,6.34E-03
32.34074027,-110.8489113,5.93E-03
32.34074027,-110.8487316,5.67E-03
32.34089206,-110.8758608,5.18E-02
32.34089206,-110.8756811,5.16E-02
32.34089206,-110.8755014,5.12E-02
32.34089206,-110.8753218,4.60E-02
32.34089206,-110.8751421,4.92E-02
32.34089206,-110.8749624,4.46E-02
32.34089206,-110.8747828,4.17E-02
32.34089206,-110.8746031,3.87E-02
32.34089206,-110.8744235,3.88E-02
32.34089206,-110.8742438,4.02E-02
32.34089206,-110.8740641,3.97E-02
32.34089206,-110.8738845,3.49E-02
32.34089206,-110.8737048,3.50E-02
32.34089206,-110.8735251,3.53E-02
32.34089206,-110.8733455,3.27E-02
32.34089206,-110.8731658,3.02E-02
32.34089206,-110.8729861,3.11E-02
32.34089206,-110.8728065,3.01E-02
32.34089206,-110.8726268,2.72E-02
32.34089206,-110.8724472,2.87E-02
32.34089206,-110.8722675,2.53E-02
32.34089206,-110.8720878,2.45E-02
32.34089206,-110.8719082,2.37E-02
32.34089206,-110.8717285,2.46E-02
32.34089206,-110.8715488,2.25E-02
32.34089206,-110.8713692,2.04E-02
32.34089206,-110.8711895,1.99E-02
32.34089206,-110.8710099,2.09E-02
32.34089206,-110.8708302,2.08E-02
32.34089206,-110.8706505,1.96E-02
32.34089206,-110.8704709,1.88E-02
32.34089206,-110.8702912,1.68E-02
32.34089206,-110.8701115,1.67E-02
32.34089206,-110.8699319,1.88E-02
32.34089206,-110.8697522,1.77E-02
32.34089206,-110.8695725,1.69E-02
32.34089206,-110.8693929,1.65E-02
32.34089206,-110.8692132,1.50E-02
32.34089206,-110.8690336,1.39E-02
32.34089206,-110.8688539,1.36E-02
32.34089206,-110.8686742,1.38E-02
32.34089206,-110.8684946,1.37E-02
32.34089206,-110.8683149,1.28E-02
32.34089206,-110.8681352,1.17E-02
32.34089206,-110.8679556,1.17E-02
32.34089206,-110.8677759,1.16E-02
32.34089206,-110.8675963,1.17E-02
32.34089206,-110.8674166,1.23E-02
32.34089206,-110.8672369,1.24E-02
32.34089206,-110.8670573,1.15E-02
32.34089206,-110.8668776,1.10E-02
32.34089206,-110.8666979,1.16E-02
32.34089206,-110.8665183,1.03E-02
32.34089206,-110.8663386,1.07E-02
32.34089206,-110.866159,9.35E-03
32.34089206,-110.8659793,1.02E-02
32.34089206,-110.8657996,1.07E-02
32.34089206,-110.86562,9.48E-03
32.34089206,-110.8654403,9.31E-03
32.34089206,-110.8652606,8.44E-03
