Latitude,Longitude,DoseRate_mR_hr
32.30597276,-110.8758608,5.19E-03
32.30597276,-110.8756811,6.72E-03
32.30597276,-110.8755014,6.69E-03
32.30597276,-110.8753218,5.71E-03
32.30597276,-110.8751421,6.43E-03
32.30597276,-110.8749624,6.83E-03
32.30597276,-110.8747828,6.40E-03
32.30597276,-110.8746031,6.39E-03
32.30597276,-110.8744235,5.60E-03
32.30597276,-110.8742438,6.29E-03
32.30597276,-110.8740641,5.76E-03
32.30597276,-110.8738845,6.54E-03
32.30597276,-110.8737048,6.20E-03
32.30597276,-110.8735251,5.12E-03
32.30597276,-110.8733455,5.63E-03
32.30597276,-110.8731658,5.80E-03
32.30597276,-110.8729861,6.01E-03
32.30597276,-110.8728065,6.50E-03
32.30597276,-110.8726268,6.08E-03
32.30597276,-110.8724472,6.25E-03
32.30597276,-110.8722675,5.64E-03
32.30597276,-110.8720878,5.46E-03
32.30597276,-110.8719082,6.29E-03
32.30597276,-110.8717285,6.78E-03
32.30597276,-110.8715488,5.45E-03
32.30597276,-110.8713692,5.94E-03
32.30597276,-110.8711895,5.97E-03
32.30597276,-110.8710099,6.40E-03
32.30597276,-110.8708302,5.48E-03
32.30597276,-110.8706505,6.41E-03
32.30597276,-110.8704709,5.86E-03
32.30597276,-110.8702912,5.84E-03
32.30597276,-110.8701115,6.30E-03
32.30597276,-110.8699319,5.60E-03
32.30597276,-110.8697522,6.11E-03
32.30597276,-110.8695725,6.10E-03
32.30597276,-110.8693929,6.09E-03
32.30597276,-110.8692132,6.42E-03
32.30597276,-110.8690336,5.89E-03
32.30597276,-110.8688539,5.37E-03
32.30597276,-110.8686742,5.66E-03
32.30597276,-110.8684946,6.72E-03
32.30597276,-110.8683149,6.22E-03
32.30597276,-110.8681352,5.83E-03
32.30597276,-110.8679556,5.08E-03
32.30597276,-110.8677759,5.83E-03
32.30597276,-110.8675963,6.16E-03
32.30597276,-110.8674166,6.77E-03
32.30597276,-110.8672369,6.44E-03
32.30597276,-110.8670573,6.16E-03
32.30597276,-110.8668776,5.38E-03
32.30597276,-110.8666979,5.84E-03
32.30597276,-110.8665183,5.47E-03
32.30597276,-110.8663386,6.10E-03
32.30597276,-110.866159,6.13E-03
32.30597276,-110.8659793,6.32E-03
32.30597276,-110.8657996,5.97E-03
32.30597276,-110.86562,6.01E-03
32.30597276,-110.8654403,6.28E-03
32.30597276,-110.8652606,6.10E-03
32.30597276,-110.865081,5.71E-03
32.30597276,-110.8649013,5.92E-03
32.30597276,-110.8647216,5.26E-03
32.30597276,-110.864542,6.11E-03
32.30597276,-110.8643623,6.56E-03
32.30597276,-110.8641827,6.19E-03
32.30597276,-110.864003,5.64E-03
32.30597276,-110.8638233,6.14E-03
32.30597276,-110.8636437,5.78E-03
32.30597276,-110.863464,5.43E-03
32.30597276,-110.8632843,6.49E-03
32.30597276,-110.8631047,6.50E-03
32.30597276,-110.862925,5.56E-03
32.30597276,-110.8627454,5.68E-03
32.30597276,-110.8625657,6.06E-03
32.30597276,-110.862386,5.89E-03
32.30612461,-110.8758608,6.67E-03
32.30612461,-110.8756811,6.12E-03
32.30612461,-110.8755014,6.87E-03
32.30612461,-110.8753218,6.10E-03
32.30612461,-110.8751421,5.98E-03
32.30612461,-110.8749624,6.00E-03
32.30612461,-110.8747828,6.20E-03
32.30612461,-110.8746031,5.53E-03
32.30612461,-110.8744235,5.39E-03
32.30612461,-110.8742438,6.39E-03
32.30612461,-110.8740641,6.35E-03
32.30612461,-110.8738845,6.25E-03
32.30612461,-110.8737048,5.59E-03
32.30612461,-110.8735251,5.84E-03
32.30612461,-110.8733455,6.31E-03
32.30612461,-110.8731658,6.21E-03
32.30612461,-110.8729861,6.95E-03
32.30612461,-110.8728065,5.61E-03
