Latitude,Longitude,DoseRate_mR_hr
32.30597276,-110.9437734,5.48E-03
32.30597276,-110.9435937,6.28E-03
32.30597276,-110.9434141,6.44E-03
32.30597276,-110.9432344,5.43E-03
32.30597276,-110.9430547,5.95E-03
32.30597276,-110.9428751,5.26E-03
32.30597276,-110.9426954,5.58E-03
32.30597276,-110.9425158,6.07E-03
32.30597276,-110.9423361,6.91E-03
32.30597276,-110.9421564,6.13E-03
32.30597276,-110.9419768,6.54E-03
32.30597276,-110.9417971,5.67E-03
32.30597276,-110.9416174,6.10E-03
32.30597276,-110.9414378,6.06E-03
32.30597276,-110.9412581,5.21E-03
32.30597276,-110.9410784,5.35E-03
32.30597276,-110.9408988,5.91E-03
32.30597276,-110.9407191,6.08E-03
32.30597276,-110.9405395,5.15E-03
32.30597276,-110.9403598,5.54E-03
32.30597276,-110.9401801,6.75E-03
32.30597276,-110.9400005,5.80E-03
32.30597276,-110.9398208,5.89E-03
32.30597276,-110.9396411,5.50E-03
32.30597276,-110.9394615,5.50E-03
32.30597276,-110.9392818,5.84E-03
32.30597276,-110.9391022,6.49E-03
32.30597276,-110.9389225,5.69E-03
32.30597276,-110.9387428,6.16E-03
32.30597276,-110.9385632,6.69E-03
32.30597276,-110.9383835,5.54E-03
32.30597276,-110.9382038,5.99E-03
32.30597276,-110.9380242,6.19E-03
32.30597276,-110.9378445,5.85E-03
32.30597276,-110.9376648,5.63E-03
32.30597276,-110.9374852,6.13E-03
32.30597276,-110.9373055,6.26E-03
32.30597276,-110.9371259,5.21E-03
32.30597276,-110.9369462,5.99E-03
32.30597276,-110.9367665,5.27E-03
32.30597276,-110.9365869,5.18E-03
32.30597276,-110.9364072,6.31E-03
32.30597276,-110.9362275,5.49E-03
32.30597276,-110.9360479,5.94E-03
32.30597276,-110.9358682,6.00E-03
32.30597276,-110.9356886,6.01E-03
32.30597276,-110.9355089,6.32E-03
32.30597276,-110.9353292,5.75E-03
32.30597276,-110.9351496,5.48E-03
32.30597276,-110.9349699,5.87E-03
32.30597276,-110.9347902,5.68E-03
32.30597276,-110.9346106,5.62E-03
32.30597276,-110.9344309,6.17E-03
32.30597276,-110.9342513,6.49E-03
32.30597276,-110.9340716,5.86E-03
32.30597276,-110.9338919,5.68E-03
32.30597276,-110.9337123,5.85E-03
32.30597276,-110.9335326,6.24E-03
32.30597276,-110.9333529,6.30E-03
32.30597276,-110.9331733,6.49E-03
32.30597276,-110.9329936,5.66E-03
32.30597276,-110.9328139,5.53E-03
32.30597276,-110.9326343,5.89E-03
32.30597276,-110.9324546,5.54E-03
32.30597276,-110.932275,6.47E-03
32.30597276,-110.9320953,6.15E-03
32.30597276,-110.9319156,5.62E-03
32.30597276,-110.931736,6.15E-03
32.30597276,-110.9315563,5.41E-03
32.30597276,-110.9313766,6.15E-03
32.30597276,-110.931197,6.51E-03
32.30597276,-110.9310173,5.78E-03
32.30597276,-110.9308377,5.72E-03
32.30597276,-110.930658,6.13E-03
32.30597276,-110.9304783,6.16E-03
32.30597276,-110.9302987,5.77E-03
32.30612461,-110.9437734,6.38E-03
32.30612461,-110.9435937,5.92E-03
32.30612461,-110.9434141,6.40E-03
32.30612461,-110.9432344,5.63E-03
32.30612461,-110.9430547,6.40E-03
32.30612461,-110.9428751,6.62E-03
32.30612461,-110.9426954,5.65E-03
32.30612461,-110.9425158,6.38E-03
32.30612461,-110.9423361,6.38E-03
32.30612461,-110.9421564,6.27E-03
32.30612461,-110.9419768,5.68E-03
32.30612461,-110.9417971,6.03E-03
32.30612461,-110.9416174,6.20E-03
32.30612461,-110.9414378,5.69E-03
32.30612461,-110.9412581,6.37E-03
32.30612461,-110.9410784,5.78E-03
32.30612461,-110.9408988,6.91E-03
32.30612461,-110.9407191,6.02E-03
32.30612461,-110.9405395,6.47E-03
32.30612461,-110.9403598,6.36E-03
32.30612461,-110.9401801,5.54E-03
32.30612461,-110.9400005,6.37E-03
32.30612461,-110.9398208,6.14E-03
32.30612461,-110.9396411,6.44E-03
32.30612461,-110.9394615,5.48E-03
32.30612461,-110.9392818,5.35E-03
32.30612461,-110.9391022,6.06E-03
32.30612461,-110.9389225,5.86E-03
32.30612461,-110.9387428,5.96E-03
32.30612461,-110.9385632,5.33E-03
32.30612461,-110.9383835,5.96E-03
32.30612461,-110.9382038,5.50E-03
32.30612461,-110.9380242,5.66E-03
32.30612461,-110.9378445,5.45E-03
32.30612461,-110.9376648,6.10E-03
32.30612461,-110.9374852,5.52E-03
32.30612461,-110.9373055,6.38E-03
32.30612461,-110.9371259,5.81E-03
32.30612461,-110.9369462,5.41E-03
32.30612461,-110.9367665,6.24E-03
32.30612461,-110.9365869,6.15E-03
32.30612461,-110.9364072,5.09E-03
32.30612461,-110.9362275,5.41E-03
32.30612461,-110.9360479,5.51E-03
32.30612461,-110.9358682,5.73E-03
32.30612461,-110.9356886,6.77E-03
32.30612461,-110.9355089,5.69E-03
32.30612461,-110.9353292,6.56E-03
32.30612461,-110.9351496,5.84E-03
32.30612461,-110.9349699,5.80E-03
32.30612461,-110.9347902,5.62E-03
32.30612461,-110.9346106,6.02E-03
32.30612461,-110.9344309,6.28E-03
32.30612461,-110.9342513,5.84E-03
32.30612461,-110.9340716,5.51E-03
32.30612461,-110.9338919,5.59E-03
32.30612461,-110.9337123,5.90E-03
32.30612461,-110.9335326,5.84E-03
32.30612461,-110.9333529,5.96E-03
32.30612461,-110.9331733,5.96E-03
32.30612461,-110.9329936,5.79E-03
32.30612461,-110.9328139,6.94E-03
32.30612461,-110.9326343,6.06E-03
32.30612461,-110.9324546,5.53E-03
32.30612461,-110.932275,5.70E-03
32.30612461,-110.9320953,5.56E-03
32.30612461,-110.9319156,5.57E-03
32.30612461,-110.931736,5.39E-03
32.30612461,-110.9315563,5.58E-03
32.30612461,-110.9313766,6.65E-03
32.30612461,-110.931197,6.14E-03
32.30612461,-110.9310173,6.62E-03
32.30612461,-110.9308377,5.35E-03
32.30612461,-110.930658,6.10E-03
32.30612461,-110.9304783,6.07E-03
32.30612461,-110.9302987,6.46E-03
32.30627646,-110.9437734,5.88E-03
32.30627646,-110.9435937,6.13E-03
32.30627646,-110.9434141,6.17E-03
32.30627646,-110.9432344,5.81E-03
32.30627646,-110.9430547,5.91E-03
32.30627646,-110.9428751,5.83E-03
32.30627646,-110.9426954,6.18E-03
32.30627646,-110.9425158,5.29E-03
32.30627646,-110.9423361,6.08E-03
32.30627646,-110.9421564,6.38E-03
32.30627646,-110.9419768,5.37E-03
32.30627646,-110.9417971,6.74E-03
32.30627646,-110.9416174,5.84E-03
32.30627646,-110.9414378,6.34E-03
32.30627646,-110.9412581,5.94E-03
32.30627646,-110.9410784,5.67E-03
32.30627646,-110.9408988,6.64E-03
32.30627646,-110.9407191,5.98E-03
32.30627646,-110.9405395,5.83E-03
32.30627646,-110.9403598,6.09E-03
32.30627646,-110.9401801,6.90E-03
32.30627646,-110.9400005,5.17E-03
32.30627646,-110.9398208,5.90E-03
32.30627646,-110.9396411,5.80E-03
32.30627646,-110.9394615,6.28E-03
32.30627646,-110.9392818,6.07E-03
32.30627646,-110.9391022,5.28E-03
32.30627646,-110.9389225,6.24E-03
32.30627646,-110.9387428,6.96E-03
32.30627646,-110.9385632,5.60E-03
32.30627646,-110.9383835,6.05E-03
32.30627646,-110.9382038,5.84E-03
32.30627646,-110.9380242,5.57E-03
32.30627646,-110.9378445,5.69E-03
32.30627646,-110.9376648,5.66E-03
32.30627646,-110.9374852,5.79E-03
32.30627646,-110.9373055,5.98E-03
32.30627646,-110.9371259,5.97E-03
32.30627646,-110.9369462,6.12E-03
32.30627646,-110.9367665,6.36E-03
32.30627646,-110.9365869,5.63E-03
32.30627646,-110.9364072,6.44E-03
32.30627646,-110.9362275,5.46E-03
32.30627646,-110.9360479,5.69E-03
32.30627646,-110.9358682,5.67E-03
32.30627646,-110.9356886,5.65E-03
32.30627646,-110.9355089,5.46E-03
32.30627646,-110.9353292,5.53E-03
32.30627646,-110.9351496,5.57E-03
32.30627646,-110.9349699,5.57E-03
32.30627646,-110.9347902,6.23E-03
32.30627646,-110.9346106,5.36E-03
32.30627646,-110.9344309,5.61E-03
32.30627646,-110.9342513,6.48E-03
32.30627646,-110.9340716,5.57E-03
32.30627646,-110.9338919,5.26E-03
32.30627646,-110.9337123,6.01E-03
32.30627646,-110.9335326,5.65E-03
32.30627646,-110.9333529,6.10E-03
32.30627646,-110.9331733,6.59E-03
32.30627646,-110.9329936,6.73E-03
32.30627646,-110.9328139,5.24E-03
32.30627646,-110.9326343,6.43E-03
32.30627646,-110.9324546,5.89E-03
32.30627646,-110.932275,5.61E-03
32.30627646,-110.9320953,6.52E-03
32.30627646,-110.9319156,6.24E-03
32.30627646,-110.931736,5.84E-03
32.30627646,-110.9315563,5.75E-03
32.30627646,-110.9313766,6.42E-03
32.30627646,-110.931197,5.73E-03
32.30627646,-110.9310173,6.02E-03
32.30627646,-110.9308377,6.26E-03
32.30627646,-110.930658,5.94E-03
32.30627646,-110.9304783,6.25E-03
32.30627646,-110.9302987,5.80E-03
32.30642832,-110.9437734,5.66E-03
32.30642832,-110.9435937,6.03E-03
32.30642832,-110.9434141,5.72E-03
32.30642832,-110.9432344,5.99E-03
32.30642832,-110.9430547,6.25E-03
32.30642832,-110.9428751,5.69E-03
32.30642832,-110.9426954,5.97E-03
32.30642832,-110.9425158,6.74E-03
32.30642832,-110.9423361,6.50E-03
32.30642832,-110.9421564,6.51E-03
32.30642832,-110.9419768,5.20E-03
32.30642832,-110.9417971,6.14E-03
32.30642832,-110.9416174,5.91E-03
32.30642832,-110.9414378,5.26E-03
32.30642832,-110.9412581,5.88E-03
32.30642832,-110.9410784,6.13E-03
32.30642832,-110.9408988,6.33E-03
32.30642832,-110.9407191,6.05E-03
32.30642832,-110.9405395,5.53E-03
32.30642832,-110.9403598,6.21E-03
32.30642832,-110.9401801,6.23E-03
32.30642832,-110.9400005,5.81E-03
32.30642832,-110.9398208,6.51E-03
32.30642832,-110.9396411,6.59E-03
32.30642832,-110.9394615,6.59E-03
32.30642832,-110.9392818,6.44E-03
32.30642832,-110.9391022,5.92E-03
32.30642832,-110.9389225,6.81E-03
32.30642832,-110.9387428,5.31E-03
32.30642832,-110.9385632,5.72E-03
32.30642832,-110.9383835,5.99E-03
32.30642832,-110.9382038,6.01E-03
32.30642832,-110.9380242,5.61E-03
32.30642832,-110.9378445,6.45E-03
32.30642832,-110.9376648,5.94E-03
32.30642832,-110.9374852,5.96E-03
32.30642832,-110.9373055,5.89E-03
32.30642832,-110.9371259,6.18E-03
32.30642832,-110.9369462,6.02E-03
32.30642832,-110.9367665,5.83E-03
32.30642832,-110.9365869,5.80E-03
32.30642832,-110.9364072,5.41E-03
32.30642832,-110.9362275,6.56E-03
32.30642832,-110.9360479,6.86E-03
32.30642832,-110.9358682,6.23E-03
32.30642832,-110.9356886,6.05E-03
32.30642832,-110.9355089,5.62E-03
32.30642832,-110.9353292,6.10E-03
32.30642832,-110.9351496,5.54E-03
32.30642832,-110.9349699,6.47E-03
32.30642832,-110.9347902,5.52E-03
32.30642832,-110.9346106,5.37E-03
32.30642832,-110.9344309,6.57E-03
32.30642832,-110.9342513,5.80E-03
32.30642832,-110.9340716,5.38E-03
32.30642832,-110.9338919,5.66E-03
32.30642832,-110.9337123,6.13E-03
32.30642832,-110.9335326,6.08E-03
32.30642832,-110.9333529,6.45E-03
32.30642832,-110.9331733,6.50E-03
32.30642832,-110.9329936,5.30E-03
32.30642832,-110.9328139,6.11E-03
32.30642832,-110.9326343,5.96E-03
32.30642832,-110.9324546,5.95E-03
32.30642832,-110.932275,5.68E-03
32.30642832,-110.9320953,6.39E-03
32.30642832,-110.9319156,6.82E-03
32.30642832,-110.931736,6.66E-03
32.30642832,-110.9315563,5.73E-03
32.30642832,-110.9313766,6.29E-03
32.30642832,-110.931197,5.47E-03
32.30642832,-110.9310173,6.71E-03
32.30642832,-110.9308377,6.44E-03
32.30642832,-110.930658,6.00E-03
32.30642832,-110.9304783,6.65E-03
32.30642832,-110.9302987,6.24E-03
32.30658017,-110.9437734,5.22E-03
32.30658017,-110.9435937,6.84E-03
32.30658017,-110.9434141,6.24E-03
32.30658017,-110.9432344,6.14E-03
32.30658017,-110.9430547,5.62E-03
32.30658017,-110.9428751,6.27E-03
32.30658017,-110.9426954,5.29E-03
32.30658017,-110.9425158,6.63E-03
32.30658017,-110.9423361,6.31E-03
32.30658017,-110.9421564,6.54E-03
32.30658017,-110.9419768,6.12E-03
32.30658017,-110.9417971,5.10E-03
32.30658017,-110.9416174,6.03E-03
32.30658017,-110.9414378,6.09E-03
32.30658017,-110.9412581,5.78E-03
32.30658017,-110.9410784,5.73E-03
32.30658017,-110.9408988,6.35E-03
32.30658017,-110.9407191,5.46E-03
32.30658017,-110.9405395,5.68E-03
32.30658017,-110.9403598,6.09E-03
32.30658017,-110.9401801,6.81E-03
32.30658017,-110.9400005,6.74E-03
32.30658017,-110.9398208,5.63E-03
32.30658017,-110.9396411,6.85E-03
32.30658017,-110.9394615,5.57E-03
