Latitude,Longitude,DoseRate_mR_hr
32.32905137,-110.8893355,5.90E-02
32.32905137,-110.8891558,6.10E-02
32.32905137,-110.8889762,5.93E-02
32.32905137,-110.8887965,5.02E-02
32.32905137,-110.8886168,5.10E-02
32.32905137,-110.8884372,4.67E-02
32.32905137,-110.8882575,4.82E-02
32.32905137,-110.8880778,4.36E-02
32.32905137,-110.8878982,4.12E-02
32.32905137,-110.8877185,3.85E-02
32.32905137,-110.8875389,3.93E-02
32.32905137,-110.8873592,3.42E-02
32.32905137,-110.8871795,3.30E-02
32.32905137,-110.8869999,3.21E-02
32.32905137,-110.8868202,2.99E-02
32.32905137,-110.8866405,2.78E-02
32.32905137,-110.8864609,2.70E-02
32.32905137,-110.8862812,2.75E-02
32.32905137,-110.8861016,2.56E-02
32.32905137,-110.8859219,2.43E-02
32.32905137,-110.8857422,2.22E-02
32.32905137,-110.8855626,2.10E-02
32.32905137,-110.8853829,1.98E-02
32.32905137,-110.8852032,1.75E-02
32.32905137,-110.8850236,1.88E-02
32.32905137,-110.8848439,1.88E-02
32.32905137,-110.8846642,1.59E-02
32.32905137,-110.8844846,1.61E-02
32.32905137,-110.8843049,1.49E-02
32.32905137,-110.8841253,1.56E-02
32.32905137,-110.8839456,1.47E-02
32.32905137,-110.8837659,1.34E-02
32.32905137,-110.8835863,1.32E-02
32.32905137,-110.8834066,1.28E-02
32.32905137,-110.8832269,1.09E-02
32.32905137,-110.8830473,1.08E-02
32.32905137,-110.8828676,1.14E-02
32.32905137,-110.882688,1.09E-02
32.32905137,-110.8825083,9.87E-03
32.32905137,-110.8823286,1.10E-02
32.32905137,-110.882149,9.60E-03
32.32905137,-110.8819693,1.00E-02
32.32905137,-110.8817896,9.00E-03
32.32905137,-110.88161,8.31E-03
32.32905137,-110.8814303,8.23E-03
32.32905137,-110.8812506,8.23E-03
32.32905137,-110.881071,7.80E-03
32.32905137,-110.8808913,7.30E-03
32.32905137,-110.8807117,6.85E-03
32.32905137,-110.880532,7.79E-03
32.32905137,-110.8803523,7.13E-03
32.32905137,-110.8801727,7.87E-03
32.32905137,-110.879993,7.37E-03
32.32905137,-110.8798133,7.81E-03
32.32905137,-110.8796337,8.03E-03
32.32905137,-110.879454,6.56E-03
32.32905137,-110.8792744,6.98E-03
32.32905137,-110.8790947,6.56E-03
32.32905137,-110.878915,6.84E-03
32.32905137,-110.8787354,6.85E-03
32.32905137,-110.8785557,6.78E-03
32.32905137,-110.878376,6.90E-03
32.32905137,-110.8781964,5.75E-03
32.32905137,-110.8780167,6.34E-03
32.32905137,-110.8778371,6.90E-03
32.32905137,-110.8776574,6.93E-03
32.32905137,-110.8774777,6.45E-03
32.32905137,-110.8772981,6.40E-03
32.32905137,-110.8771184,5.84E-03
32.32905137,-110.8769387,6.69E-03
32.32905137,-110.8767591,5.85E-03
32.32905137,-110.8765794,6.08E-03
32.32905137,-110.8763997,6.46E-03
32.32905137,-110.8762201,7.15E-03
32.32905137,-110.8760404,5.84E-03
32.32905137,-110.8758608,6.58E-03
32.32920319,-110.8893355,6.65E-02
32.32920319,-110.8891558,5.70E-02
32.32920319,-110.8889762,5.86E-02
32.32920319,-110.8887965,5.75E-02
32.32920319,-110.8886168,5.29E-02
32.32920319,-110.8884372,4.81E-02
32.32920319,-110.8882575,4.45E-02
32.32920319,-110.8880778,4.48E-02
32.32920319,-110.8878982,4.14E-02
32.32920319,-110.8877185,4.10E-02
32.32920319,-110.8875389,4.02E-02
32.32920319,-110.8873592,3.60E-02
32.32920319,-110.8871795,3.80E-02
32.32920319,-110.8869999,3.31E-02
32.32920319,-110.8868202,3.17E-02
32.32920319,-110.8866405,2.97E-02
32.32920319,-110.8864609,2.95E-02
32.32920319,-110.8862812,2.57E-02
32.32920319,-110.8861016,2.61E-02
32.32920319,-110.8859219,2.48E-02
32.32920319,-110.8857422,2.42E-02
32.32920319,-110.8855626,2.04E-02
32.32920319,-110.8853829,2.01E-02
32.32920319,-110.8852032,2.03E-02
32.32920319,-110.8850236,2.05E-02
32.32920319,-110.8848439,1.85E-02
32.32920319,-110.8846642,1.77E-02
32.32920319,-110.8844846,1.67E-02
32.32920319,-110.8843049,1.59E-02
32.32920319,-110.8841253,1.61E-02
32.32920319,-110.8839456,1.38E-02
32.32920319,-110.8837659,1.34E-02
32.32920319,-110.8835863,1.37E-02
32.32920319,-110.8834066,1.40E-02
32.32920319,-110.8832269,1.18E-02
32.32920319,-110.8830473,1.08E-02
32.32920319,-110.8828676,1.09E-02
32.32920319,-110.882688,1.03E-02
32.32920319,-110.8825083,1.08E-02
32.32920319,-110.8823286,1.08E-02
32.32920319,-110.882149,9.52E-03
32.32920319,-110.8819693,9.70E-03
32.32920319,-110.8817896,1.02E-02
32.32920319,-110.88161,8.60E-03
32.32920319,-110.8814303,8.62E-03
32.32920319,-110.8812506,8.12E-03
32.32920319,-110.881071,8.28E-03
32.32920319,-110.8808913,9.34E-03
32.32920319,-110.8807117,8.89E-03
32.32920319,-110.880532,7.21E-03
32.32920319,-110.8803523,7.67E-03
32.32920319,-110.8801727,7.41E-03
32.32920319,-110.879993,8.05E-03
32.32920319,-110.8798133,7.33E-03
32.32920319,-110.8796337,7.51E-03
32.32920319,-110.879454,6.98E-03
32.32920319,-110.8792744,6.39E-03
32.32920319,-110.8790947,7.21E-03
32.32920319,-110.878915,6.95E-03
32.32920319,-110.8787354,6.21E-03
32.32920319,-110.8785557,7.48E-03
32.32920319,-110.878376,6.80E-03
32.32920319,-110.8781964,6.70E-03
32.32920319,-110.8780167,6.89E-03
32.32920319,-110.8778371,6.06E-03
32.32920319,-110.8776574,7.31E-03
32.32920319,-110.8774777,6.71E-03
32.32920319,-110.8772981,6.81E-03
32.32920319,-110.8771184,6.14E-03
32.32920319,-110.8769387,6.92E-03
32.32920319,-110.8767591,6.34E-03
32.32920319,-110.8765794,5.76E-03
32.32920319,-110.8763997,6.25E-03
32.32920319,-110.8762201,6.58E-03
32.32920319,-110.8760404,6.05E-03
32.32920319,-110.8758608,6.85E-03
32.329355,-110.8893355,6.73E-02
32.329355,-110.8891558,6.02E-02
32.329355,-110.8889762,5.89E-02
32.329355,-110.8887965,5.73E-02
32.329355,-110.8886168,5.47E-02
32.329355,-110.8884372,5.51E-02
32.329355,-110.8882575,5.01E-02
32.329355,-110.8880778,4.98E-02
32.329355,-110.8878982,4.53E-02
32.329355,-110.8877185,4.00E-02
32.329355,-110.8875389,3.90E-02
32.329355,-110.8873592,3.73E-02
32.329355,-110.8871795,3.64E-02
32.329355,-110.8869999,3.40E-02
32.329355,-110.8868202,3.26E-02
32.329355,-110.8866405,3.36E-02
32.329355,-110.8864609,3.21E-02
32.329355,-110.8862812,2.91E-02
32.329355,-110.8861016,2.72E-02
32.329355,-110.8859219,2.50E-02
32.329355,-110.8857422,2.42E-02
32.329355,-110.8855626,2.22E-02
32.329355,-110.8853829,2.21E-02
32.329355,-110.8852032,2.21E-02
32.329355,-110.8850236,2.10E-02
32.329355,-110.8848439,1.82E-02
32.329355,-110.8846642,1.93E-02
32.329355,-110.8844846,1.67E-02
32.329355,-110.8843049,1.70E-02
32.329355,-110.8841253,1.67E-02
32.329355,-110.8839456,1.50E-02
32.329355,-110.8837659,1.48E-02
32.329355,-110.8835863,1.32E-02
32.329355,-110.8834066,1.30E-02
32.329355,-110.8832269,1.26E-02
32.329355,-110.8830473,1.14E-02
32.329355,-110.8828676,1.08E-02
32.329355,-110.882688,1.13E-02
32.329355,-110.8825083,1.20E-02
32.329355,-110.8823286,1.09E-02
32.329355,-110.882149,1.02E-02
32.329355,-110.8819693,1.01E-02
32.329355,-110.8817896,9.86E-03
32.329355,-110.88161,9.57E-03
32.329355,-110.8814303,9.67E-03
32.329355,-110.8812506,8.60E-03
32.329355,-110.881071,7.70E-03
32.329355,-110.8808913,8.53E-03
32.329355,-110.8807117,8.27E-03
32.329355,-110.880532,7.41E-03
32.329355,-110.8803523,7.30E-03
32.329355,-110.8801727,7.17E-03
32.329355,-110.879993,7.38E-03
