Latitude,Longitude,DoseRate_mR_hr
32.34043668,-110.9029899,6.34E-03
32.34043668,-110.9028102,7.08E-03
32.34043668,-110.9026306,7.32E-03
32.34043668,-110.9024509,7.41E-03
32.34043668,-110.9022712,7.12E-03
32.34043668,-110.9020916,7.20E-03
32.34043668,-110.9019119,7.68E-03
32.34043668,-110.9017322,7.94E-03
32.34043668,-110.9015526,8.11E-03
32.34043668,-110.9013729,8.80E-03
32.34043668,-110.9011932,9.18E-03
32.34043668,-110.9010136,9.85E-03
32.34043668,-110.9008339,9.57E-03
32.34043668,-110.9006543,1.00E-02
32.34043668,-110.9004746,1.14E-02
32.34043668,-110.9002949,1.17E-02
32.34043668,-110.9001153,1.18E-02
32.34043668,-110.8999356,1.39E-02
32.34043668,-110.8997559,1.44E-02
32.34043668,-110.8995763,1.35E-02
32.34043668,-110.8993966,1.65E-02
32.34043668,-110.899217,1.63E-02
32.34043668,-110.8990373,1.71E-02
32.34043668,-110.8988576,1.84E-02
32.34043668,-110.898678,1.94E-02
32.34043668,-110.8984983,1.82E-02
32.34043668,-110.8983186,2.03E-02
32.34043668,-110.898139,2.12E-02
32.34043668,-110.8979593,2.42E-02
32.34043668,-110.8977796,2.24E-02
32.34043668,-110.8976,2.54E-02
32.34043668,-110.8974203,2.57E-02
32.34043668,-110.8972407,2.87E-02
32.34043668,-110.897061,3.21E-02
32.34043668,-110.8968813,3.39E-02
32.34043668,-110.8967017,3.11E-02
32.34043668,-110.896522,3.35E-02
32.34043668,-110.8963423,3.58E-02
32.34043668,-110.8961627,3.97E-02
32.34043668,-110.895983,3.89E-02
32.34043668,-110.8958034,4.20E-02
32.34043668,-110.8956237,4.43E-02
32.34043668,-110.895444,4.92E-02
32.34043668,-110.8952644,5.42E-02
32.34043668,-110.8950847,5.36E-02
32.34043668,-110.894905,5.07E-02
32.34043668,-110.8947254,5.72E-02
32.34043668,-110.8945457,6.05E-02
32.34043668,-110.8943661,6.44E-02
32.34043668,-110.8941864,6.67E-02
32.34043668,-110.8940067,7.21E-02
32.34043668,-110.8938271,7.14E-02
